dist	m1	ra	m2	iota	dec
3.309641049999999751e+01	5.420862250473106769e+00	2.128701599999999861e+00	3.640575195346232196e+00	2.077882000000000062e-01	-4.329646999999999801e-01
1.727910689999999860e+01	5.422038026090929108e+00	2.158384600000000209e+00	3.637951114649076167e+00	1.320334099999999955e+00	-4.371450000000000058e-01
5.649961650000000191e+01	5.638678596537246790e+00	2.360253800000000179e+00	3.509586861306536854e+00	4.902712000000000181e-01	-2.540850000000000053e-02
1.779746009999999856e+01	5.404410157824750094e+00	2.145186700000000002e+00	3.636502753325628667e+00	1.108591000000000104e+00	-4.534062999999999843e-01
2.561192829999999887e+01	5.711909731363261855e+00	2.317670899999999978e+00	3.444900167835953653e+00	1.259859999999999980e+00	-6.384779999999999622e-02
3.123378220000000027e+01	4.499254589220976541e+00	2.155871900000000174e+00	4.365027877135287504e+00	8.248889999999999834e-01	-3.791008000000000155e-01
2.446090189999999964e+01	4.810002907837658270e+00	2.154952999999999896e+00	4.075732394941991465e+00	8.087035000000000196e-01	-4.251109000000000138e-01
3.140152080000000012e+01	4.560793603873212199e+00	2.114436299999999935e+00	4.309567761156180232e+00	5.921600000000000197e-01	-4.049105000000000065e-01
3.012269080000000088e+01	5.623805182959110915e+00	2.331049300000000102e+00	3.495949635864640470e+00	1.459401200000000065e+00	-1.634800000000000055e-03
3.891972979999999893e+01	4.696080456148377991e+00	2.327522999999999787e+00	4.184685747418640744e+00	8.196115000000000483e-01	-6.902389999999999914e-02
3.428405060000000049e+01	5.387734195562932094e+00	2.203573700000000191e+00	3.668024934001458348e+00	6.108641999999999683e-01	-3.486909999999999732e-01
5.188752329999999802e+01	5.038195318564472558e+00	2.359731200000000140e+00	3.908163879797223128e+00	3.611095000000000277e-01	8.674499999999999919e-03
1.712454440000000133e+01	5.794998032015948652e+00	2.323840999999999823e+00	3.398513104363355630e+00	1.299024600000000085e+00	-1.500634999999999886e-01
3.043667639999999963e+01	5.785150415816895375e+00	2.328553900000000176e+00	3.405562429245220457e+00	1.152090499999999906e+00	1.254689999999999972e-02
4.928629550000000137e+01	4.786333128894725952e+00	2.245349200000000156e+00	4.099632171292444838e+00	3.380501000000000200e-01	-2.095682000000000100e-01
4.597646360000000243e+01	4.567379295033807907e+00	2.254230999999999874e+00	4.304807967169185901e+00	3.187870999999999899e-01	-2.254067999999999905e-01
4.900126689999999741e+01	5.721637866181213283e+00	2.301800300000000021e+00	3.460902023840545016e+00	3.546099999999999947e-02	-2.139661999999999953e-01
3.698196209999999695e+01	5.491843844645160289e+00	2.305508300000000066e+00	3.573043031920743129e+00	8.962040999999999480e-01	-5.735149999999999970e-02
5.218019530000000117e+01	5.411244411728190151e+00	2.307635299999999834e+00	3.638013167720214547e+00	6.428119999999999667e-02	-1.050250999999999962e-01
2.509101400000000126e+01	5.203219371779471025e+00	2.248266800000000121e+00	3.779977573797260959e+00	1.077674699999999985e+00	-2.850749000000000200e-01
2.078943190000000030e+01	4.948226150937352408e+00	2.247406600000000143e+00	3.956505634702178753e+00	1.148777299999999890e+00	-3.045987000000000000e-01
2.480942699999999945e+01	4.539816941151887164e+00	2.215439700000000123e+00	4.323125122806991349e+00	1.096277699999999911e+00	-3.166763000000000217e-01
2.162528939999999977e+01	5.532967468490988416e+00	2.156161299999999947e+00	3.563015263976925251e+00	1.135337299999999994e+00	-4.134295000000000053e-01
3.724499169999999992e+01	4.516493613470486501e+00	2.169909099999999924e+00	4.349211271365405196e+00	4.460160000000000236e-01	-3.902579999999999938e-01
2.802657549999999986e+01	5.076540640263916160e+00	2.237521300000000046e+00	3.867448264620658271e+00	8.952240999999999671e-01	-3.184657000000000182e-01
4.527958869999999791e+01	5.151433496455463334e+00	2.224152099999999965e+00	3.822128749002515313e+00	3.069187999999999916e-01	-2.934455000000000258e-01
6.398247039999999686e+01	4.626930084816394562e+00	2.344161600000000067e+00	4.251186809181633386e+00	2.217835999999999974e-01	-4.165300000000000252e-02
5.101423009999999891e+01	4.495415455464737420e+00	2.368531099999999778e+00	4.362630323282765232e+00	6.594309000000000420e-01	1.454770000000000021e-02
4.482725769999999699e+01	6.321647716520423010e+00	2.340981699999999943e+00	3.127945600651360181e+00	6.005405999999999800e-01	-9.964280000000000359e-02
4.423454329999999857e+01	4.668237522890008151e+00	2.324345300000000059e+00	4.208355439797545117e+00	7.398417000000000465e-01	-7.620290000000000397e-02
3.768667030000000295e+01	4.789387999740308821e+00	2.242955999999999950e+00	4.095648979488323960e+00	5.573706000000000493e-01	-2.955901000000000223e-01
2.622551070000000095e+01	4.573527451675063027e+00	2.181384399999999779e+00	4.283724055288692156e+00	8.237149000000000276e-01	-4.006673000000000040e-01
4.554632990000000348e+01	5.581688515249240368e+00	2.244916700000000098e+00	3.533363442924640996e+00	4.861863000000000157e-01	-2.668559999999999821e-01
5.969221069999999685e+01	4.518819837889073376e+00	2.328537100000000137e+00	4.342356308163635603e+00	3.105256000000000127e-01	1.132100000000000033e-03
1.708883020000000030e+01	5.128606906095643403e+00	2.311289200000000044e+00	3.835577404323903483e+00	1.297707100000000002e+00	-1.262475999999999876e-01
4.433544779999999719e+01	4.918068864356307301e+00	2.336953299999999789e+00	3.991824364787761148e+00	8.393249000000000404e-01	-7.394399999999999758e-03
4.030098269999999872e+01	4.796535030390429277e+00	2.310233699999999946e+00	4.093221497151795063e+00	9.640478999999999576e-01	-2.323209999999999859e-02
3.258246950000000197e+01	4.921637169221623864e+00	2.193112100000000009e+00	3.990069685831354906e+00	5.468229000000000006e-01	-3.755084000000000199e-01
4.253829859999999741e+01	4.847893038248243691e+00	2.318245000000000111e+00	4.048172967715522041e+00	7.958258000000000276e-01	-1.058767999999999931e-01
4.094516689999999670e+01	5.227826216332588594e+00	2.252666000000000057e+00	3.767533337063433851e+00	6.385608999999999869e-01	-2.817320999999999853e-01
4.159092929999999910e+01	5.403849994466571438e+00	2.215529099999999918e+00	3.650046149927429706e+00	2.865754999999999830e-01	-3.415729000000000126e-01
3.434779999999999944e+01	4.642179004658821384e+00	2.170807100000000212e+00	4.234548337823929920e+00	3.532733000000000123e-01	-4.075191000000000230e-01
2.697415210000000130e+01	4.806568857463409117e+00	2.140048100000000009e+00	4.082417922594371973e+00	5.377266000000000545e-01	-4.239394000000000218e-01
2.598121869999999944e+01	4.486412910045174840e+00	2.141515599999999964e+00	4.374683282933409245e+00	7.947741000000000389e-01	-4.301476000000000188e-01
2.241143239999999892e+01	4.920612043772480959e+00	2.179367200000000171e+00	3.983866271897835265e+00	9.934648000000000367e-01	-3.875424000000000091e-01
2.785487129999999922e+01	5.416902125306132909e+00	2.187775600000000153e+00	3.633102171497297750e+00	8.533230000000000537e-01	-3.694947000000000092e-01
2.453738089999999872e+01	5.499450335123119871e+00	2.161342700000000061e+00	3.582286403850815315e+00	8.447394000000000291e-01	-3.863698999999999883e-01
3.650959739999999698e+01	5.455069215255893056e+00	2.161339100000000180e+00	3.612118266942332845e+00	5.246642999999999724e-01	-3.911527000000000198e-01
2.593133840000000134e+01	5.401153068471785446e+00	2.166161699999999968e+00	3.644520392668807229e+00	9.701832999999999707e-01	-4.164412000000000114e-01
2.863719400000000093e+01	4.687952229684688277e+00	2.171079600000000109e+00	4.179171586968347007e+00	5.915318999999999994e-01	-4.124086000000000141e-01
3.448824559999999906e+01	4.866410218301790103e+00	2.182627099999999931e+00	4.029451410727742378e+00	5.113341000000000136e-01	-3.942728999999999817e-01
3.589405759999999646e+01	4.771909686728077915e+00	2.147506700000000102e+00	4.105805494231267616e+00	5.845278000000000418e-01	-4.026186999999999960e-01
4.694787039999999934e+01	5.938812011492573539e+00	2.312044300000000163e+00	3.336456063760188329e+00	6.023496000000000405e-01	-7.655299999999999605e-02
4.203199490000000083e+01	5.570343523963074084e+00	2.209852000000000150e+00	3.540192834250063481e+00	4.487607000000000124e-01	-3.478087000000000262e-01
2.995986260000000101e+01	4.915809620745767106e+00	2.184695399999999843e+00	4.000685451233507273e+00	8.675945000000000462e-01	-3.562635000000000107e-01
2.747929010000000005e+01	5.558984460154735352e+00	2.299319199999999785e+00	3.542856423333383908e+00	1.112763600000000075e+00	-1.060132000000000019e-01
3.716937389999999652e+01	6.215673866455521335e+00	2.190713999999999828e+00	3.184451329305691303e+00	4.758253000000000066e-01	-3.663828000000000085e-01
2.490034629999999893e+01	5.964173334431107421e+00	2.195031399999999966e+00	3.317543982079965037e+00	9.182765999999999984e-01	-3.768153000000000197e-01
2.087171989999999866e+01	5.641050658912119431e+00	2.233697900000000125e+00	3.495861196344767219e+00	1.161893300000000018e+00	-2.954291000000000000e-01
1.497746339999999954e+01	5.590320025475298493e+00	2.236412500000000136e+00	3.527049741760897916e+00	1.249476400000000043e+00	-2.903330000000000077e-01
3.671361830000000026e+01	5.746069916897647900e+00	2.230596499999999871e+00	3.443975957531607790e+00	3.370214000000000265e-01	-2.935969999999999969e-01
3.741737700000000189e+01	5.537489723729282609e+00	2.368735500000000105e+00	3.561240488680267546e+00	1.990360099999999965e+00	1.281588999999999923e-01
4.129191900000000004e+01	5.020137200015834189e+00	2.341946200000000200e+00	3.912907285495901277e+00	2.049420700000000206e+00	1.346479999999999899e-01
3.728310720000000344e+01	4.692857433690473812e+00	2.365083700000000011e+00	4.168435308332997025e+00	1.962637100000000023e+00	1.406978999999999869e-01
3.492169650000000303e+01	5.022544685599117820e+00	2.328049899999999894e+00	3.900289219887983272e+00	1.005597800000000097e+00	-4.122189999999999882e-02
5.078648629999999997e+01	4.552944693184427294e+00	2.379932099999999995e+00	4.302622883364208839e+00	2.458727500000000177e+00	1.515220999999999929e-01
4.335256410000000216e+01	5.226514106623697309e+00	2.365718300000000163e+00	3.760349895422959499e+00	7.202589999999999826e-01	1.748059999999999892e-02
4.124322540000000004e+01	6.142699105850338626e+00	2.232059399999999805e+00	3.221074772280718257e+00	2.546011000000000246e-01	-2.998743999999999854e-01
2.828424509999999970e+01	5.686608298806840267e+00	2.165341199999999855e+00	3.455497671793960723e+00	9.263552000000000453e-01	-3.668871000000000215e-01
4.307404859999999758e+01	4.945409171832741535e+00	2.191039599999999865e+00	3.974639198547655461e+00	5.046846999999999861e-01	-3.469963999999999826e-01
2.911865789999999876e+01	5.105173610034067444e+00	2.174293500000000101e+00	3.841598726540228270e+00	8.165170999999999957e-01	-3.893230999999999775e-01
4.807134659999999826e+01	5.525283413198812887e+00	2.323543799999999937e+00	3.556722178064148032e+00	4.882968999999999782e-01	-6.331900000000000028e-02
5.690010620000000330e+01	5.488945655105815113e+00	2.302202100000000140e+00	3.594359217006871443e+00	2.325263999999999942e-01	-1.742572000000000010e-01
8.753296699999999930e+00	4.768141295156177684e+00	2.251546100000000106e+00	4.120238626944283666e+00	1.406652000000000013e+00	-2.612376000000000142e-01
6.802661969999999769e+01	4.820948165537416230e+00	2.347407099999999858e+00	4.068830113852657249e+00	3.004103000000000190e-01	-7.995389999999999442e-02
4.864271769999999862e+01	5.515146212208310139e+00	2.377399000000000040e+00	3.582933488258249977e+00	8.136554000000000286e-01	1.049199999999999959e-02
2.540618170000000120e+01	5.560813955079476401e+00	2.222031299999999820e+00	3.552184561225681936e+00	9.102118000000000153e-01	-3.118649000000000004e-01
4.180233049999999650e+01	4.941280021183174220e+00	2.225867200000000157e+00	3.983691577270010775e+00	3.280215000000000214e-01	-3.193851999999999802e-01
2.433608969999999871e+01	5.494844101291667116e+00	2.183535299999999957e+00	3.582276793300301687e+00	1.038129499999999927e+00	-3.551228000000000162e-01
5.335568750000000193e+01	5.466282854217251241e+00	2.334837900000000133e+00	3.587982244867392811e+00	4.527821000000000207e-01	-9.327699999999999880e-02
3.105363439999999997e+01	5.710376634908541860e+00	2.305357499999999948e+00	3.462691875097987815e+00	1.074291399999999896e+00	-1.147534999999999944e-01
3.631182009999999849e+01	4.595109356058387107e+00	2.187691500000000122e+00	4.255174653670577456e+00	5.041124999999999634e-01	-3.573281999999999847e-01
2.598605309999999946e+01	4.832044780019878694e+00	2.208688099999999821e+00	4.063738546293723886e+00	8.649843999999999866e-01	-3.337474000000000274e-01
8.339296000000000220e+01	4.862264922718654070e+00	5.337074099999999710e+00	4.025473019330711999e+00	1.936371000000000064e-01	-7.832415999999999823e-01
3.814981769999999983e+01	5.691455638377795445e+00	2.215767599999999948e+00	3.452981662544563513e+00	6.201645000000000074e-01	-3.357563000000000075e-01
3.438536870000000079e+01	5.781536072997895737e+00	2.160977200000000042e+00	3.415991681050440931e+00	4.303153000000000117e-01	-3.821502999999999983e-01
4.723595449999999829e+01	5.895709107188307208e+00	2.291022900000000195e+00	3.348033473666399473e+00	5.630943000000000476e-01	-1.625414000000000025e-01
3.154166359999999969e+01	4.659657879325112440e+00	2.221499000000000112e+00	4.215637682106858186e+00	6.487161000000000177e-01	-2.931821000000000010e-01
2.578969409999999840e+01	4.952312964811791396e+00	2.150015300000000185e+00	3.948266177386954734e+00	7.174930000000000474e-01	-3.971496999999999944e-01
5.569760889999999875e+01	5.323900359226543699e+00	2.353205899999999851e+00	3.698584387429458165e+00	5.014182999999999835e-01	1.307069999999999933e-02
5.392563369999999878e+01	5.456912601335806912e+00	2.345641300000000040e+00	3.626417462398197067e+00	6.252486999999999906e-01	4.105000000000000033e-04
3.242561589999999683e+01	5.513673572353662955e+00	2.190201399999999854e+00	3.580719113827849132e+00	1.644741999999999871e-01	-3.717562999999999840e-01
3.044811650000000114e+01	5.455140991015113627e+00	2.244369100000000117e+00	3.610186123177045125e+00	9.780349999999999877e-01	-2.432834000000000108e-01
1.919706299999999999e+01	5.603823111123834799e+00	2.257067900000000016e+00	3.521835831412618578e+00	1.191994199999999893e+00	-2.457512000000000030e-01
4.103633680000000084e+01	5.652057586770776076e+00	2.334925899999999999e+00	3.480431368456570862e+00	7.147521999999999487e-01	-5.953579999999999983e-02
2.806227080000000029e+01	5.664357721649605715e+00	2.314969399999999844e+00	3.472285269517538797e+00	1.205179999999999918e+00	-6.293169999999999320e-02
3.177675350000000165e+01	5.512195993483976153e+00	2.171017899999999834e+00	3.578472438962650770e+00	7.539829999999999588e-01	-3.784069999999999934e-01
1.751741829999999922e+01	6.000105077851984881e+00	2.336480599999999797e+00	3.284135913984003619e+00	1.323916799999999894e+00	-6.941840000000000510e-02
1.199751930000000044e+01	5.893262418268813363e+00	2.336159900000000178e+00	3.347681860527403241e+00	1.364748700000000037e+00	-9.187449999999999783e-02
1.317504669999999933e+01	5.706590923269311055e+00	2.331158499999999911e+00	3.455804749881629334e+00	1.364748700000000037e+00	-8.904439999999999578e-02
1.881634469999999837e+01	5.647640472393130828e+00	2.295968100000000067e+00	3.499959142135754320e+00	1.278464000000000045e+00	-1.031693000000000054e-01
4.116173580000000243e+01	5.432827946893001858e+00	2.190725399999999823e+00	3.633187934283649501e+00	5.656046000000000129e-01	-3.219016000000000099e-01
3.222956030000000283e+01	5.484041598600551737e+00	2.176332500000000003e+00	3.588303840288156632e+00	5.811072000000000459e-01	-3.935121999999999787e-01
3.659191109999999725e+01	5.460607713949000797e+00	2.188067499999999832e+00	3.606255230070658513e+00	1.258282000000000012e-01	-3.728179999999999827e-01
2.017523609999999934e+01	4.876701308927586354e+00	2.103420600000000196e+00	4.030983280263233937e+00	1.105564299999999944e+00	-4.489458000000000060e-01
3.455381189999999947e+01	4.436621111984372590e+00	2.165431599999999790e+00	4.425233636576242802e+00	4.511884999999999923e-01	-3.924491999999999980e-01
3.563335419999999942e+01	4.449444526386582055e+00	2.179235499999999881e+00	4.405906711695889655e+00	5.222350999999999521e-01	-3.924393999999999938e-01
3.680881589999999903e+01	4.970276755528285406e+00	2.173331600000000030e+00	3.953142421336008461e+00	2.566995000000000249e-01	-4.008642000000000039e-01
3.755497559999999879e+01	5.180948789902617868e+00	2.288784600000000058e+00	3.801494751752217738e+00	8.652703999999999951e-01	-1.114441999999999933e-01
5.567301609999999812e+01	5.316802628413518583e+00	2.308877999999999986e+00	3.692299841484635081e+00	3.026877000000000040e-01	-2.162319999999999867e-02
2.880287260000000060e+01	6.517369635564723040e+00	2.126151800000000147e+00	3.047024114549907292e+00	6.594727999999999701e-01	-4.327057999999999738e-01
4.042646669999999887e+01	5.660037961873244150e+00	2.175803399999999943e+00	3.478379159488183436e+00	3.287248999999999866e-01	-3.680296000000000123e-01
2.004863449999999858e+01	5.804938149635122002e+00	2.260451199999999883e+00	3.391131090229106082e+00	1.182528199999999918e+00	-2.480806999999999873e-01
1.939771670000000015e+01	5.798882089317841881e+00	2.249047899999999878e+00	3.395496554890063745e+00	1.177193900000000015e+00	-2.833633999999999875e-01
1.739667499999999833e+01	5.757989918096764193e+00	2.240271700000000088e+00	3.427843103247415257e+00	1.280080399999999896e+00	-3.025024000000000046e-01
5.425744650000000036e+01	4.485203566743164671e+00	2.260140700000000002e+00	4.373107116601335775e+00	2.619741999999999904e-01	-2.205209999999999948e-01
3.839173519999999940e+01	5.743373723696831412e+00	2.294980999999999938e+00	3.427909633493559038e+00	7.455929000000000029e-01	-1.326573000000000058e-01
1.581542740000000080e+01	4.738929829438242258e+00	2.203740400000000044e+00	4.152040381962343041e+00	1.327521399999999963e+00	-3.710091999999999834e-01
1.911053730000000073e+01	4.468649083921819809e+00	2.172526599999999863e+00	4.396567093008711069e+00	1.103874199999999917e+00	-3.972840999999999734e-01
4.308608749999999787e+01	4.648248841873781068e+00	2.336474400000000173e+00	4.214357124079303851e+00	8.438759000000000121e-01	2.017839999999999911e-02
2.363143030000000167e+01	4.653078766790625487e+00	2.166017800000000104e+00	4.217897713895026435e+00	9.184617999999999949e-01	-4.181102999999999903e-01
2.365592709999999954e+01	4.907204971003964467e+00	2.202394299999999916e+00	4.019545080283531746e+00	9.330296000000000145e-01	-3.319373999999999936e-01
6.595817060000000254e+01	4.667780454879174812e+00	2.332851499999999856e+00	4.212477214083486743e+00	1.554357000000000100e-01	-9.325170000000000681e-02
3.471342489999999970e+01	5.994251437925552040e+00	2.326905299999999954e+00	3.293746455967371478e+00	1.104400300000000001e+00	-2.328660000000000105e-02
5.222552730000000309e+01	5.952598754013092019e+00	2.353617400000000082e+00	3.313319446442131166e+00	5.267446000000000073e-01	1.702570000000000125e-02
5.873014630000000125e+01	4.680905173909602368e+00	2.323435400000000151e+00	4.202335982196328423e+00	2.045591999999999966e-01	-6.051369999999999666e-02
4.609810350000000057e+01	5.363051239391441349e+00	2.293854200000000176e+00	3.662571421153631324e+00	6.251946999999999921e-01	-1.747121000000000091e-01
4.074508000000000152e+01	6.111461077087277260e+00	2.236418899999999876e+00	3.237322826111563412e+00	1.941341000000000039e-01	-2.969549000000000216e-01
2.211715759999999875e+01	5.167194719029377659e+00	2.203787999999999858e+00	3.814970864227704261e+00	9.767561999999999633e-01	-3.244126999999999983e-01
3.169440180000000140e+01	6.316175780397366601e+00	2.309003999999999834e+00	3.133050569405187780e+00	1.207724999999999937e+00	-8.786900000000000266e-02
4.250853089999999668e+01	5.234182506537256252e+00	2.350697900000000118e+00	3.764249237005876214e+00	8.495705999999999536e-01	-1.426780000000000062e-02
5.587735769999999746e+01	6.001877763192437598e+00	2.327271500000000160e+00	3.280691205640828834e+00	2.868401999999999896e-01	-7.910190000000000277e-02
5.382218689999999839e+01	6.089930697174075647e+00	2.250106699999999904e+00	3.246339868964353226e+00	5.803064999999999474e-01	-2.286566999999999905e-01
2.796212299999999829e+01	5.915737445955230989e+00	2.200579100000000121e+00	3.343961693682862446e+00	8.788903999999999606e-01	-3.491331999999999769e-01
3.545954590000000195e+01	5.157921282727710555e+00	2.135031099999999959e+00	3.812852497005441599e+00	5.063248999999999667e-01	-4.094451000000000063e-01
6.290458550000000315e+01	6.457791691667271294e+00	2.382196899999999840e+00	3.070630870170930837e+00	5.199046000000000500e-01	3.290520000000000250e-02
4.429064060000000325e+01	5.911534565071925762e+00	2.289859400000000100e+00	3.342032271398871490e+00	6.383993999999999502e-01	-1.321199999999999875e-01
6.256833540000000227e+01	6.227989078452800698e+00	2.339490300000000023e+00	3.175835979579805013e+00	1.562817999999999985e-01	-6.017899999999999638e-03
3.715050649999999877e+01	5.921640058266559592e+00	2.208799700000000144e+00	3.335389225870890151e+00	6.319584999999999786e-01	-3.472781999999999814e-01
2.966655310000000156e+01	5.119983064491472113e+00	2.157844299999999826e+00	3.838334567835387290e+00	7.459751999999999494e-01	-4.210480999999999807e-01
3.944957469999999944e+01	6.267605824223561051e+00	2.212184800000000173e+00	3.152062954920072713e+00	5.120633999999999464e-01	-2.847232000000000096e-01
3.786883199999999761e+01	6.057100169439873838e+00	2.214160399999999917e+00	3.274066765857961858e+00	5.218760999999999539e-01	-3.120997999999999828e-01
3.113542359999999931e+01	5.313891582167802774e+00	2.191904699999999817e+00	3.704931296131022567e+00	5.536267000000000271e-01	-3.566917000000000004e-01
1.998409150000000167e+01	4.967857669106125584e+00	2.200800800000000113e+00	3.955011841100302128e+00	1.017466399999999993e+00	-3.471025999999999834e-01
4.009059529999999683e+01	5.786376204585890193e+00	2.176289699999999883e+00	3.421123758534090786e+00	3.275839999999999863e-01	-3.339185000000000070e-01
2.729508510000000143e+01	6.193034055420689299e+00	2.308585499999999957e+00	3.209422231574718953e+00	1.102249500000000104e+00	-1.451289000000000051e-01
3.831046760000000262e+01	4.459495680608772439e+00	2.349139800000000111e+00	4.405004656937845375e+00	9.969067999999999818e-01	4.519800000000000206e-02
4.759106469999999689e+01	5.528779629512758476e+00	2.302453600000000211e+00	3.562165624274885811e+00	4.743826999999999905e-01	-1.049768999999999980e-01
2.660107520000000036e+01	4.809754186732080328e+00	2.160778999999999783e+00	4.083723235171129673e+00	8.596776000000000417e-01	-3.968444999999999889e-01
3.008224129999999974e+01	4.578908892292654187e+00	2.172529299999999886e+00	4.278500874486899974e+00	4.778677000000000064e-01	-4.275316000000000116e-01
4.569565759999999699e+01	4.618739058621228466e+00	2.350222700000000220e+00	4.260369247567184381e+00	7.756958000000000464e-01	4.026099999999999818e-02
3.023072240000000122e+01	4.573449136159169370e+00	2.335176399999999930e+00	4.290610119817283241e+00	1.361164299999999994e+00	4.413709999999999856e-02
3.014783380000000079e+01	4.709700215815968427e+00	2.283950400000000158e+00	4.173831938170491362e+00	1.030889100000000003e+00	-1.662986999999999937e-01
3.148132880000000000e+01	4.614186446240078787e+00	2.187026499999999984e+00	4.260599031771478806e+00	5.734755999999999743e-01	-4.007974000000000259e-01
3.385192250000000058e+01	4.473286117398467709e+00	2.202645500000000034e+00	4.374746334161354611e+00	7.071091000000000459e-01	-3.600187000000000248e-01
5.369966879999999776e+01	6.596605022156589726e+00	2.347587400000000102e+00	3.015794985078412260e+00	6.843995000000000495e-01	3.931840000000000335e-02
4.415972150000000340e+01	5.238329341188302735e+00	2.252141799999999972e+00	3.766166025794634109e+00	5.144623999999999864e-01	-2.444842999999999877e-01
1.275996729999999957e+01	5.397929449202162111e+00	2.275361300000000142e+00	3.645852235205887748e+00	1.330321700000000051e+00	-2.063622999999999985e-01
1.550672289999999975e+01	5.477135390904383172e+00	2.291255899999999901e+00	3.596288740808434969e+00	1.330321700000000051e+00	-2.190126000000000017e-01
2.019748759999999876e+01	5.522226581643100651e+00	2.298506900000000019e+00	3.570140469493274349e+00	1.271769900000000009e+00	-2.249567000000000094e-01
2.764897320000000036e+01	5.120588977181213863e+00	2.277898899999999838e+00	3.842024506938757078e+00	9.811149000000000120e-01	-1.624553999999999998e-01
3.564724629999999905e+01	6.017802433292192887e+00	2.219748200000000171e+00	3.282016171179846342e+00	7.166884999999999506e-01	-2.905579999999999830e-01
3.798009940000000029e+01	5.238038658460226316e+00	2.315157099999999968e+00	3.754808394129604210e+00	8.717144999999999477e-01	-9.600659999999999750e-02
5.418665049999999894e+01	5.201180633938223608e+00	2.319025400000000126e+00	3.779256906565149343e+00	3.492893000000000248e-01	-7.462340000000000639e-02
2.031613779999999991e+01	6.042961366917652732e+00	2.173145700000000069e+00	3.268287915902613694e+00	1.196655900000000106e+00	-3.929543999999999815e-01
2.879492229999999964e+01	5.909405743063932626e+00	2.159517300000000084e+00	3.338970844083312794e+00	8.138402999999999610e-01	-3.834429999999999783e-01
3.618195620000000190e+01	5.890213582053954511e+00	2.210655200000000153e+00	3.345237245954916894e+00	6.573841999999999741e-01	-3.241589000000000276e-01
3.130129050000000035e+01	5.345341113539797462e+00	2.155798400000000115e+00	3.684527593539642432e+00	3.983268999999999838e-01	-3.873122999999999982e-01
2.105739979999999889e+01	6.032506551688497254e+00	2.156212500000000087e+00	3.270251360952437292e+00	1.019133499999999914e+00	-3.696582999999999952e-01
3.110444520000000068e+01	5.792338741438951999e+00	2.187668099999999782e+00	3.400536687396398250e+00	9.057880000000000376e-01	-3.418439999999999812e-01
3.238218839999999688e+01	5.558276021758778107e+00	2.168144900000000153e+00	3.542348226392699750e+00	5.857329000000000008e-01	-3.941803999999999863e-01
1.954743660000000105e+01	5.657449443405695888e+00	2.164444200000000151e+00	3.496567958913726404e+00	1.149848399999999993e+00	-3.880523000000000167e-01
4.029634930000000281e+01	5.158747485093827301e+00	2.305629199999999823e+00	3.808702752370023870e+00	5.749404999999999655e-01	-1.269166999999999934e-01
3.023446050000000085e+01	6.253129919669040859e+00	2.226587799999999895e+00	3.158395267064611822e+00	8.564281999999999728e-01	-3.036941000000000224e-01
2.711740959999999845e+01	6.256684712934988291e+00	2.217132100000000161e+00	3.149867854553875635e+00	8.071732999999999825e-01	-3.055415000000000214e-01
4.398669759999999940e+01	5.055677014514150969e+00	2.282862600000000075e+00	3.899617596584063595e+00	3.307734999999999981e-01	-2.443811999999999929e-01
3.745840400000000159e+01	6.301305614743594852e+00	2.243979099999999782e+00	3.118303794737387946e+00	7.064489000000000463e-01	-2.828478999999999854e-01
3.817023660000000262e+01	4.641318127362385582e+00	2.342679200000000073e+00	4.218041517442254751e+00	1.013681300000000007e+00	-2.288820000000000091e-02
4.882701089999999766e+01	4.833139428898873824e+00	2.292949899999999985e+00	4.069276724893636121e+00	2.740709000000000062e-01	-1.206339000000000022e-01
2.371920460000000119e+01	6.212220232748332904e+00	2.196516299999999866e+00	3.187780312108039027e+00	8.971390999999999671e-01	-3.738866000000000134e-01
5.640830069999999807e+01	6.200252553458767579e+00	2.354319299999999782e+00	3.194581544154029729e+00	1.068324999999999969e-01	2.356530000000000083e-02
5.581098099999999818e+01	4.681052662340198900e+00	2.333158099999999902e+00	4.193452684188597068e+00	5.904918000000000111e-01	-1.760110000000000147e-02
5.000932339999999954e+01	4.558163621038847424e+00	2.322032200000000213e+00	4.296903356771764493e+00	6.312465000000000437e-01	-6.554999999999999716e-02
2.670504890000000131e+01	4.486960839080631480e+00	2.184617199999999926e+00	4.370815857761028767e+00	6.983837000000000517e-01	-3.710598999999999981e-01
5.856644599999999912e+01	4.511825633441630679e+00	2.328218800000000144e+00	4.345028402781490939e+00	5.576328999999999869e-01	-3.415979999999999711e-02
5.216712350000000242e+01	4.820550010861763823e+00	2.360095900000000135e+00	4.074496624320740779e+00	6.792424000000000239e-01	-2.657200000000000187e-03
3.012521720000000158e+01	5.506612498683196577e+00	2.183571300000000104e+00	3.569846023790088196e+00	6.969279000000000446e-01	-3.869362000000000079e-01
1.841961269999999828e+01	5.928120022103560594e+00	2.355036199999999802e+00	3.333980035739062320e+00	1.437339900000000004e+00	-5.110470000000000290e-02
3.100220510000000118e+01	5.434538313924160313e+00	2.229027100000000150e+00	3.615796700902202510e+00	8.886853000000000113e-01	-3.414071000000000189e-01
1.445386760000000059e+01	5.923188421843416762e+00	2.350308699999999806e+00	3.336628585995672136e+00	1.378927199999999909e+00	-5.936980000000000035e-02
3.570174860000000194e+01	5.768074828864035553e+00	2.251615600000000050e+00	3.423509879373632714e+00	6.709247999999999879e-01	-2.137236000000000136e-01
