objid,far,searched_area,searched_prob,offset,runtime
coinc_event:coinc_event_id:10000,1.28820914461,5126.40558495,0.856628216396,35.1779381869,6.64471197128
coinc_event:coinc_event_id:100005,4.50666183019,15080.4282172,0.998273770472,119.572169673,8.88835287094
coinc_event:coinc_event_id:10001,1.74164406124,30489.8595432,1.00000000131,75.7026828123,7.84530186653
coinc_event:coinc_event_id:100002,1.60237064433,9839.87869646,0.963148766888,103.346456444,8.97926783562
coinc_event:coinc_event_id:100009,1.15993150643,34733.3282134,0.999999999978,132.870845307,8.00572705269
coinc_event:coinc_event_id:100018,0.00961927989245,442.307751026,0.78050990554,11.0824500574,4.31549096107
coinc_event:coinc_event_id:100037,0.980896856014,4411.32739923,0.807889238073,20.9805244356,5.46829199791
coinc_event:coinc_event_id:100006,0.829278156589,26834.7357183,1.00000000048,100.570557167,10.5360460281
coinc_event:coinc_event_id:100013,1.70233323885,8305.64991301,0.99999999922,152.35098788,9.51172995567
coinc_event:coinc_event_id:100011,0.244573749684,18656.6584394,1.00000000063,131.495100539,6.82530999184
coinc_event:coinc_event_id:100040,0.973801721138,10011.0946001,0.984457910576,36.7699366989,5.10459494591
coinc_event:coinc_event_id:100042,1.09203785709,6163.77253043,0.880189858901,74.0079703172,9.44533705711
coinc_event:coinc_event_id:100025,0.0079396467772,22437.6763111,0.999999999455,115.246078772,6.90078401566
coinc_event:coinc_event_id:100022,2.02802460206,31290.5456808,1.00000000023,81.9848052514,7.200933218
coinc_event:coinc_event_id:100032,7.21750284702e-09,32820.577996,0.999999999861,64.2292143197,5.98333001137
coinc_event:coinc_event_id:100050,0.0105663275192,1779.30252785,0.899258208578,33.0195936084,5.31290197372
coinc_event:coinc_event_id:10004,1.59775162419,7509.1602437,1.00000000095,95.9444206884,6.05860090256
coinc_event:coinc_event_id:100057,0.0304691723284,1373.08440357,0.629724466125,9.8742416919,5.43647098541
coinc_event:coinc_event_id:100048,6.91942165757e-05,39.4468013249,0.0333517895197,2.26269937907,10.3780839443
coinc_event:coinc_event_id:100058,0.000684985985673,26692.8950923,1.00000000074,137.726607237,7.16605806351
coinc_event:coinc_event_id:100060,2.02790126169,37267.995022,1.00000000059,92.0833909872,4.71652197838
coinc_event:coinc_event_id:100063,0.111683016813,1883.37493985,0.669860463648,31.5841556826,4.83556890488
coinc_event:coinc_event_id:100079,0.689065331217,15426.217199,0.999995797574,128.647743854,5.38379502296
coinc_event:coinc_event_id:100043,0.420626724377,37184.0656574,0.999999999662,137.264376684,8.12553501129
coinc_event:coinc_event_id:100076,4.34642339303,34058.5361227,1.00000000014,141.501588569,4.34859800339
coinc_event:coinc_event_id:100078,0.520538895586,2886.33084588,0.956353330363,39.1256707817,10.79428792
coinc_event:coinc_event_id:100064,6.03901175061e-08,684.024320847,0.555683973158,140.522989929,8.0396938324
coinc_event:coinc_event_id:100085,0.195435889343,26108.7467152,0.999999998657,87.3334100262,6.04180407524
coinc_event:coinc_event_id:100117,0.00982041004205,795.65037566,0.528010567534,27.6234528868,6.84802818298
coinc_event:coinc_event_id:100111,0.0640669819938,10054.7378696,0.964770362829,96.3762186274,6.99015903473
coinc_event:coinc_event_id:100080,0.711650004568,21720.0802444,1.00000000155,55.4871254966,7.80743503571
coinc_event:coinc_event_id:100110,0.088075149578,25477.597894,0.999999999718,91.0739556211,5.52139997482
coinc_event:coinc_event_id:100127,0.714267310821,2279.52154039,0.770875429997,47.2666836577,6.91535687447
coinc_event:coinc_event_id:100123,2.99722967962,23406.2211776,0.999999999875,133.570190394,4.17627501488
coinc_event:coinc_event_id:10010,0.932942207515,28154.9446223,0.999999999763,110.670307871,8.71736502647
coinc_event:coinc_event_id:100133,0.148027462872,23715.0812391,1.00000000056,100.183855923,4.332062006
coinc_event:coinc_event_id:100145,1.10773066232,20895.0545912,1.00000000179,53.8624591088,2.29384899139
coinc_event:coinc_event_id:10013,9.30667994208e-14,73.8578407786,0.24864901253,5.4562046355,6.81494307518
coinc_event:coinc_event_id:100104,0.0841929085302,38831.599083,0.999999999636,48.4889160882,3.69953989983
coinc_event:coinc_event_id:100159,1.8333268246,23080.5752433,0.999999999505,90.7922897866,4.83606815338
coinc_event:coinc_event_id:100170,0.0454817253469,9668.66279283,0.993991010893,59.9206972498,6.74328708649
coinc_event:coinc_event_id:100176,0.0363689161283,4162.89648025,0.966765977544,48.9180132718,2.92838478088
coinc_event:coinc_event_id:100160,0.569542047561,28828.0581257,1.00000000049,104.310017837,6.00164985657
coinc_event:coinc_event_id:100157,0.505139402461,20359.5852455,1.00000000067,175.690712032,7.65395092964
coinc_event:coinc_event_id:10014,2.41271277638,36325.4682584,0.999999999133,82.0493661598,9.46842503548
coinc_event:coinc_event_id:100151,0.54753889569,21065.4312012,1.00000000009,114.999741943,8.21174001694
coinc_event:coinc_event_id:100182,1.16143608052,11807.1830008,0.990874343215,157.580223015,7.92077612877
coinc_event:coinc_event_id:100185,0.0689317434724,23120.8613383,1.00000000083,108.423458133,4.4980931282
coinc_event:coinc_event_id:10021,0.773170387725,4156.18213109,0.856046907196,45.7233166748,2.52435493469
coinc_event:coinc_event_id:100178,0.0286608478795,12884.8360413,1.00000000092,136.815454086,5.78497219086
coinc_event:coinc_event_id:100186,0.20976471304,16215.1532255,1.00000000118,85.7355942571,6.4953289032
coinc_event:coinc_event_id:100218,0.194998922676,29301.4197416,0.99999999941,51.6006929627,6.92039203644
coinc_event:coinc_event_id:100188,0.791532076898,40349.8812872,1.00000000047,71.4487410448,4.42648696899
coinc_event:coinc_event_id:100215,4.45372507503,22225.3350188,0.99999999969,147.808900165,12.8073861599
coinc_event:coinc_event_id:100221,1.79478748204e-10,334.878164439,0.42465612205,27.2526170545,9.29832792282
coinc_event:coinc_event_id:100232,0.0678043204747,32165.0896591,0.999999999629,48.3756317224,5.80026197433
coinc_event:coinc_event_id:100233,0.0607664710092,6942.63703319,0.949384344734,40.4856167985,4.90827703476
coinc_event:coinc_event_id:100216,0.762901311333,37310.7989979,0.999999999456,102.012514581,13.3096091747
coinc_event:coinc_event_id:100240,0.83105746364,18605.461527,1.00000000017,159.302004592,6.73662590981
coinc_event:coinc_event_id:100246,2.40924760922,5767.62592989,0.952520978539,115.141617039,6.70048904419
coinc_event:coinc_event_id:10027,0.165679359162,38862.6529479,0.999999999831,98.6975054179,7.83547401428
coinc_event:coinc_event_id:100242,0.0132062240004,2829.25887801,0.872533321162,55.0548404043,8.39204978943
coinc_event:coinc_event_id:100199,3.95708836169e-11,30.8440414615,0.539323504316,3.76330989162,5.54934000969
coinc_event:coinc_event_id:100293,0.000313570782074,2360.09373033,0.840832179441,121.164080182,3.43587589264
coinc_event:coinc_event_id:100296,1.68491737355,19189.6099041,1.00000000141,137.35832042,3.80171012878
coinc_event:coinc_event_id:100252,0.247982809099,10388.7767404,0.999999999646,156.28559389,13.0026888847
coinc_event:coinc_event_id:100299,0.0627925969759,6197.34427624,0.979810795838,94.1991481699,4.8809170723
coinc_event:coinc_event_id:100298,0.0652818561035,3470.47922295,0.972444251534,44.8290324709,11.8580441475
coinc_event:coinc_event_id:100324,1.14212083726e-08,8627.93867277,0.999583036474,95.7385911575,4.1526260376
coinc_event:coinc_event_id:100326,0.28035832785,39601.2313556,0.999999999432,121.402263031,5.35262298584
coinc_event:coinc_event_id:10032,0.345899145364,7508.32095006,0.999983223568,76.6375657121,12.2972478867
coinc_event:coinc_event_id:100283,0.0147326214726,39670.8927282,1.00000000018,120.31740567,12.971503973
coinc_event:coinc_event_id:100327,1.18555612734e-11,391.110838668,0.594795969664,10.2342565384,9.00494098663
coinc_event:coinc_event_id:100328,0.858599049897,31114.2940153,1.00000000087,140.29415074,4.12069916725
coinc_event:coinc_event_id:100333,3.27485262426e-06,1228.72589659,0.507713950588,39.0623746384,5.23987102509
coinc_event:coinc_event_id:100314,0.89396776185,37819.4109469,0.999999999256,53.4290866089,3.59926605225
coinc_event:coinc_event_id:100310,0.101340006071,39697.7501248,1.00000000039,101.390301963,10.360047102
coinc_event:coinc_event_id:100336,0.216219160877,1688.65881416,0.273513496562,25.0699013062,7.03020787239
coinc_event:coinc_event_id:100350,0.00076507127476,258.502442725,0.127640073653,7.08578478157,6.9343290329
coinc_event:coinc_event_id:100346,0.111356678173,26008.0314778,1.00000000071,151.142918018,7.27758097649
coinc_event:coinc_event_id:10023,1.97770798265,16321.9533418,0.999999999737,46.1243602608,11.1562259197
coinc_event:coinc_event_id:100349,4.50927860214e-05,433.075520929,0.298841876123,143.355023846,12.4914431572
coinc_event:coinc_event_id:10036,1.53612622176,391.950132314,0.632414393593,9.00903335629,3.14446020126
coinc_event:coinc_event_id:100344,0.0780032203806,20808.6073457,0.999999999609,78.8785642571,6.63560700417
coinc_event:coinc_event_id:100335,0.0901959721366,38158.4855795,1.00000000022,75.5448449571,5.46568799019
coinc_event:coinc_event_id:100353,0.00353475046247,19329.7719429,0.999999999649,105.863210481,12.3218100071
coinc_event:coinc_event_id:100371,0.064632762346,11672.8960176,0.999096989575,71.2906184148,4.76062607765
coinc_event:coinc_event_id:100367,0.0384889357698,36771.133184,0.999999999435,119.053737536,4.42924618721
coinc_event:coinc_event_id:100363,0.105739117624,21205.5932399,0.999999997648,133.314757473,1.83475995064
coinc_event:coinc_event_id:100378,8.23945907089e-09,109.108173877,0.201030263677,16.4852385829,7.6216981411
coinc_event:coinc_event_id:100361,0.0231681597013,33801.7122672,1.0000000012,106.648869824,11.8856899738
coinc_event:coinc_event_id:100383,0.128622878496,1151.51088123,0.715955209133,40.9407539261,10.9738101959
coinc_event:coinc_event_id:1004,0.446266462321,8809.22610014,0.796052529724,55.234014731,0.851567983627
coinc_event:coinc_event_id:10039,0.092027987134,35082.4743698,0.999999999249,84.4391982844,4.74642300606
coinc_event:coinc_event_id:100375,0.188333130654,15753.5417206,0.999999999856,83.0981356642,10.7000780106
coinc_event:coinc_event_id:100389,2.9099115747e-11,343.271100891,0.527138463629,28.9143018945,7.00512099266
coinc_event:coinc_event_id:10040,0.0227603772494,292.074188533,0.192010492436,66.354880733,6.91869401932
coinc_event:coinc_event_id:100406,1.14996320508e-13,611.005773714,0.421600501635,8.65137840884,6.4190120697
coinc_event:coinc_event_id:100413,1.77782170486,17793.0252785,0.999815359971,94.1799962338,7.4848511219
coinc_event:coinc_event_id:100409,0.558370980207,851.043756244,0.781500576937,17.8399526737,8.20035099983
coinc_event:coinc_event_id:100428,0.617400708249,2386.95112698,0.733546844829,34.4677067632,7.25060319901
coinc_event:coinc_event_id:10042,0.12244177143,2798.20501313,0.988779651626,91.623867409,9.78585004807
coinc_event:coinc_event_id:100434,3.83972834174,19397.7547281,0.99970919102,33.0619616858,7.73758912086
coinc_event:coinc_event_id:100420,0.0365484365359,27981.2108377,1.0000000002,116.587793886,9.9096019268
coinc_event:coinc_event_id:100386,9.30667994208e-14,215.488643408,0.848909799097,4.6053546828,16.8428151608
coinc_event:coinc_event_id:100418,7.24562559971e-06,33554.1206419,1.00000000027,141.558239018,6.4298658371
coinc_event:coinc_event_id:100438,0.860735225423,7164.21055552,0.934413933399,69.2919510208,5.46641302109
coinc_event:coinc_event_id:100444,3.20055900328,27418.0448018,1.00000000023,45.9662963081,7.43047595024
coinc_event:coinc_event_id:100458,0.00215929234138,1406.65614937,0.4975767656,28.5322416235,6.7545030117
coinc_event:coinc_event_id:100457,0.0757918367991,24755.8053591,1.00000000385,102.811301399,4.72141003609
coinc_event:coinc_event_id:100460,0.149864417585,35488.6924941,0.999999974046,80.5379492043,7.73542094231
coinc_event:coinc_event_id:100465,5.04628867971e-12,2851.08051278,0.997359218559,11.2802975857,7.62375402451
coinc_event:coinc_event_id:100446,0.331147522958,37637.2842258,1.00000000001,79.8229405449,6.2386739254
coinc_event:coinc_event_id:100475,0.0319656366948,38110.6458417,1.00000000033,112.7515752,7.74956297874
coinc_event:coinc_event_id:100467,0.0331018778294,18672.6050187,1.00000000064,92.8486272589,7.90504479408
coinc_event:coinc_event_id:100477,0.790626304113,25256.0243717,1.00000000048,117.070838422,7.99379897118
coinc_event:coinc_event_id:100432,9.30667994208e-14,145.197800622,0.813462204183,12.2522246784,26.9762899876
coinc_event:coinc_event_id:100482,8.52078252475e-13,752.846399754,0.715550304594,34.1337901231,7.29405117035
coinc_event:coinc_event_id:100487,0.00645013572897,41175.7462341,1.00000000026,155.732148734,5.50609207153
coinc_event:coinc_event_id:100489,0.17887251761,8396.29362669,0.952609916974,91.2782509058,6.56866002083
coinc_event:coinc_event_id:100493,0.515094621808,35481.9781449,1.00000000002,150.05524631,4.02026391029
coinc_event:coinc_event_id:100473,0.255133088623,36231.4673701,0.999999999932,72.0483922658,12.2416660786
coinc_event:coinc_event_id:100491,0.239333419862,965.187691993,0.934414685238,16.7654359561,3.72135686874
coinc_event:coinc_event_id:10049,0.037428112992,7424.39158554,0.999999999115,61.7502271528,2.81956195831
coinc_event:coinc_event_id:10050,1.24958128684,29439.0638994,0.999999999522,110.544526809,4.69794201851
coinc_event:coinc_event_id:100505,0.470672751734,25319.8106887,0.99831827635,133.821622559,9.0234618187
coinc_event:coinc_event_id:100510,1.70625607708,2591.73877641,0.552534199,35.8445615887,4.17916703224
coinc_event:coinc_event_id:100496,0.425080105717,25265.2566018,1.00000000068,110.335875126,5.86893510818
coinc_event:coinc_event_id:100513,0.0123260409186,9564.59038083,0.936619572039,94.4455170379,7.81740903854
coinc_event:coinc_event_id:100509,1.65130806254e-07,517.844179095,0.468916059879,127.434660191,8.09276509285
coinc_event:coinc_event_id:100498,0.7939874921,32091.2318183,0.999999998644,87.0310826971,14.1288678646
coinc_event:coinc_event_id:100518,3.59621940601,9628.37669786,0.958994353237,149.250309712,8.65183210373
coinc_event:coinc_event_id:100515,9.30667994208e-14,5.03576187127,0.0164923497941,3.19251392505,5.02802109718
coinc_event:coinc_event_id:100544,0.95606367351,10420.6698989,0.856057409765,42.9204733273,9.07880115509
coinc_event:coinc_event_id:100546,1.08311205339,3568.67657944,0.508381627355,21.4906069287,6.02386689186
coinc_event:coinc_event_id:100547,0.203959722055,14348.5641585,1.0,100.641581224,3.32430720329
coinc_event:coinc_event_id:100520,0.20578217603,19100.6447777,0.999999999972,54.0941375783,9.53556108475
coinc_event:coinc_event_id:10053,1.38512195144,14764.0145129,0.999999999379,86.309163007,8.7677090168
