objid,far,searched_area,searched_prob,offset,runtime
coinc_event:coinc_event_id:100549,7.0253714041e-11,652.131162329,0.65064269118,155.886240788,7.63925790787
coinc_event:coinc_event_id:100563,0.262168146399,5079.40514082,0.981832450256,55.4162655925,4.46315407753
coinc_event:coinc_event_id:10056,0.241278789734,4850.27797568,0.999965683018,119.190685468,9.51831483841
coinc_event:coinc_event_id:100569,0.197200674309,16389.7263037,0.989227786864,48.6924912256,6.17332100868
coinc_event:coinc_event_id:100568,0.23780145942,5640.05329582,1.00000000013,103.246950145,7.45555615425
coinc_event:coinc_event_id:100572,1.29774384053,23070.5037196,0.984834571949,67.0655627952,8.65241384506
coinc_event:coinc_event_id:100504,0.000903384061342,20075.0646998,1.00000000019,123.6408252,5.44405198097
coinc_event:coinc_event_id:10058,0.696822181388,25024.3793256,0.999999999724,127.148765389,3.35480594635
coinc_event:coinc_event_id:100585,0.0208959068078,2131.80585884,0.476441920851,12.4444046691,6.91062116623
coinc_event:coinc_event_id:100577,0.711310220798,13730.8440357,1.00000000059,110.22091707,5.64948511124
coinc_event:coinc_event_id:100591,4.50232251579,6277.91646618,0.968914526511,111.831669535,5.81225299835
coinc_event:coinc_event_id:100592,0.150919962975,40020.8781782,1.00000000057,60.4485270542,4.38502693176
coinc_event:coinc_event_id:100597,0.0834682137009,4018.53797327,0.991511557955,31.7753846077,4.19000387192
coinc_event:coinc_event_id:100600,1.00998441206,26551.8937599,1.00000000041,124.098405289,4.10670900345
coinc_event:coinc_event_id:100584,0.281449111363,30762.6299779,0.999999999555,77.9847728168,10.2996330261
coinc_event:coinc_event_id:100604,5.85135096396e-11,654.649043265,0.629529386846,40.757540485,6.44363594055
coinc_event:coinc_event_id:100602,0.517883315523,16933.5885858,0.999999999319,79.9127344972,6.53590202332
coinc_event:coinc_event_id:100517,0.100758719626,37818.3618298,0.999999999713,32.6546700484,6.10449385643
coinc_event:coinc_event_id:100605,1.84154153537,32390.020356,1.00000000092,91.1699655447,4.16307091713
coinc_event:coinc_event_id:100601,0.136347338644,33051.3837484,1.00000000105,76.4364967266,10.2771680355
coinc_event:coinc_event_id:1006,0.0555674252482,1536.53684097,0.999994440694,24.6981510754,4.10680198669
coinc_event:coinc_event_id:100607,0.0961549992406,35502.1211924,1.00000000032,70.7496162601,11.8935489655
coinc_event:coinc_event_id:10061,1.93119652293,35461.8350975,0.999999999019,136.095201769,6.63381814957
coinc_event:coinc_event_id:100635,0.104709735043,13919.6851058,0.999999999933,102.561613975,8.3259510994
coinc_event:coinc_event_id:100625,0.473989668151,40349.8812872,0.999999999879,103.957210777,4.62773704529
coinc_event:coinc_event_id:100642,0.183167185833,6110.05773714,0.960790922487,109.01539586,4.4973590374
coinc_event:coinc_event_id:100637,2.03749438699,38959.1717171,1.00000000089,78.3770349712,5.88237190247
coinc_event:coinc_event_id:100650,0.918734510836,40746.0278877,1.00000000064,96.7810675062,7.82207417488
coinc_event:coinc_event_id:100639,4.34225798611,13951.5782643,1.00000000077,107.302428657,7.34405398369
coinc_event:coinc_event_id:100652,0.0255834258338,34662.8275472,0.999999999304,85.5762283215,2.90828514099
coinc_event:coinc_event_id:100657,1.57252623206e-06,598.416369036,0.441809962067,138.479474605,9.55178284645
coinc_event:coinc_event_id:100611,0.00159810603235,14288.3448395,1.00000000036,83.2687388071,3.86643314362
coinc_event:coinc_event_id:100661,0.199419720145,2004.23322476,0.615675999521,62.1155414652,7.47294187546
coinc_event:coinc_event_id:100655,1.1749857352,23798.17131,1.00000000034,177.051393122,14.6732850075
coinc_event:coinc_event_id:100659,1.20026386543,14665.8171564,1.00000000017,138.704473145,6.63546204567
coinc_event:coinc_event_id:100646,3.34404227138e-09,19.0939304286,0.296114383265,2.41996694231,8.08375096321
coinc_event:coinc_event_id:10068,0.246296582782,19770.4011066,0.999999998781,98.816992157,5.27679204941
coinc_event:coinc_event_id:100679,1.23739876714,6332.47055312,0.999069864628,59.7040815336,6.29173088074
coinc_event:coinc_event_id:100558,1.26413279525e-15,5.97996722213,0.160290131578,1.01883660675,14.3973610401
coinc_event:coinc_event_id:100682,2.80893180127e-09,3260.65581165,0.99613151333,10.157215268,8.64377093315
coinc_event:coinc_event_id:100677,0.000160030163007,37570.1407342,0.999999999472,48.6738604278,12.192440033
coinc_event:coinc_event_id:100703,0.594670604538,11347.2500833,0.99999999873,142.155010156,4.0098938942
coinc_event:coinc_event_id:100712,0.460634384649,3024.81429734,0.529829789128,121.970628686,4.98738598824
coinc_event:coinc_event_id:100692,0.423913610802,21742.7411728,0.999999999388,35.9008946084,3.38930106163
coinc_event:coinc_event_id:100714,0.494887989895,5633.33894666,0.684409980851,24.2787661551,9.44985318184
coinc_event:coinc_event_id:100702,0.129275967645,17947.4553092,0.999999999649,91.7361538011,4.82461500168
coinc_event:coinc_event_id:10038,0.197978987326,20522.5655803,0.999999999678,93.0424393389,17.2361340523
coinc_event:coinc_event_id:100721,0.830140556889,28488.983493,1.00000000093,122.51723003,7.40799283981
coinc_event:coinc_event_id:100740,0.00107771456723,3773.46422887,0.989092937172,25.6254613264,6.08139681816
coinc_event:coinc_event_id:100733,9.30667994208e-14,380.200021281,0.57590663241,39.1314132088,12.1441450119
coinc_event:coinc_event_id:100741,9.30667994208e-14,14.2679919686,0.0522882409859,9.10817573722,5.89914512634
coinc_event:coinc_event_id:100744,2.85416099351,29002.6312039,0.999999999953,72.7942703448,2.06239700317
coinc_event:coinc_event_id:100726,3.25456147076,14471.1010307,1.00000000023,57.7594268301,9.75639820099
coinc_event:coinc_event_id:100731,0.0155139436526,19985.2602798,0.999999999451,79.8026630166,14.4854719639
coinc_event:coinc_event_id:100752,0.146575580658,14862.2118694,0.999983020058,93.6236303595,2.83781194687
coinc_event:coinc_event_id:100753,0.00456582027266,1070.93869129,0.337114544527,24.3918288927,6.78154301643
coinc_event:coinc_event_id:100759,0.00244533145534,22288.2820422,1.00000000253,69.9165011863,2.44893693924
coinc_event:coinc_event_id:10069,0.378878240826,10154.8236368,1.00000000002,144.445095666,8.70719218254
coinc_event:coinc_event_id:100764,0.768446724197,35132.8319885,0.999999999553,127.329285042,3.23122096062
coinc_event:coinc_event_id:100776,0.053103617083,9014.01374957,0.96060521148,108.127833935,5.97105407715
coinc_event:coinc_event_id:100766,9.30667994208e-14,578.27332155,0.836522183701,152.862495006,6.29487586021
coinc_event:coinc_event_id:100778,1.15942495166,20042.3322476,1.00000000017,100.759024204,4.57393097878
coinc_event:coinc_event_id:100779,0.00057556339071,926.580184313,0.397959152935,121.671806201,3.18076300621
coinc_event:coinc_event_id:100760,0.431293057835,12176.4722047,1.00000000097,91.5186195501,7.09908604622
coinc_event:coinc_event_id:100785,0.000125355535029,235.002220659,0.176928473869,19.2168579413,4.41569399834
coinc_event:coinc_event_id:100742,9.30667994208e-14,137.434334403,0.766909601109,19.3330251867,16.0943388939
coinc_event:coinc_event_id:100802,1.42113690745e-05,2279.52154039,0.877016313985,122.732133248,3.10751199722
coinc_event:coinc_event_id:100786,9.30667994208e-14,232.484339723,0.533804586623,29.8012310492,7.25272917747
coinc_event:coinc_event_id:100799,0.0350767655286,3071.81474147,0.999974159112,30.658435205,2.27891278267
coinc_event:coinc_event_id:100800,0.0138216950478,9285.94489062,1.00000000023,61.9107581028,5.26962995529
coinc_event:coinc_event_id:100807,0.425146819371,34219.6805025,1.00000000057,61.6946002059,5.65415096283
coinc_event:coinc_event_id:100809,1.44898808912e-06,553.933805839,0.444666011259,18.039826267,3.89730215073
coinc_event:coinc_event_id:10081,0.641550830668,10336.7405344,0.997791607168,51.3225681245,3.82964015007
coinc_event:coinc_event_id:100805,0.437956208488,15029.2313048,0.999999999535,74.3763755213,7.75796413422
coinc_event:coinc_event_id:100818,0.494294242677,30194.4281801,0.99999999847,52.3804133496,4.62260913849
coinc_event:coinc_event_id:100784,0.351152713054,40050.2534558,1.00000000032,142.87584146,10.6880440712
coinc_event:coinc_event_id:100813,1.10250768069e-05,1645.01554461,0.998326093677,30.6220214358,6.13570690155
coinc_event:coinc_event_id:100821,0.199215191606,2521.23811021,0.837492330553,41.3204103583,2.84977316856
coinc_event:coinc_event_id:100808,0.455054027082,35478.6209704,0.999999999535,82.0995258371,6.05126094818
coinc_event:coinc_event_id:100826,0.560330810458,4334.11238387,0.989475138287,58.8234364621,4.38425993919
coinc_event:coinc_event_id:100820,2.45851100188e-08,3579.58739683,0.980784779646,39.3402491663,12.8809480667
coinc_event:coinc_event_id:10084,0.612505002225,7315.28341166,0.813863547126,29.5892956183,7.14348578453
coinc_event:coinc_event_id:100849,0.101733834055,16413.2265257,1.00000000126,57.3873213447,4.59273099899
coinc_event:coinc_event_id:100836,0.454222846628,5358.88992467,0.995932031418,51.3477455867,14.3483111858
coinc_event:coinc_event_id:100840,0.786897313845,16221.8675746,1.00000000099,58.4933806907,12.3892841339
coinc_event:coinc_event_id:10086,0.447855041066,27397.9017543,0.999999999891,150.241060953,6.52344894409
coinc_event:coinc_event_id:100869,0.526044012396,24594.6609793,0.999999997618,107.198058396,2.47934579849
coinc_event:coinc_event_id:100873,0.348509893126,18924.3931122,0.999650126173,174.988875197,7.44904208183
coinc_event:coinc_event_id:100864,2.04755863643,12549.1185832,0.999999998782,134.562315097,4.78783798218
coinc_event:coinc_event_id:10088,0.600862041301,9222.15857358,0.998321573656,85.9896347932,4.52594208717
coinc_event:coinc_event_id:10085,0.0117566836292,33334.2257069,1.00000000187,94.5433910287,6.44124698639
coinc_event:coinc_event_id:100891,3.16416222188,37345.2100373,1.00000000016,129.419893881,3.78558516502
coinc_event:coinc_event_id:100905,1.81868043056,25581.670306,1.00000000041,130.258758594,8.2799987793
coinc_event:coinc_event_id:100781,1.08134050878,24074.2989192,0.999999999199,126.626869164,14.0330071449
coinc_event:coinc_event_id:1009,2.83604486849,39705.3037676,1.00000000007,109.514213477,3.22716403008
coinc_event:coinc_event_id:100909,0.970694164531,11629.252748,0.999999999383,111.939089069,3.44274711609
coinc_event:coinc_event_id:100916,1.60483350825,12126.114586,0.984761713902,46.6177407141,8.00005722046
coinc_event:coinc_event_id:100893,0.0663591022771,36573.8991774,1.00000000035,65.7836646035,6.82438397408
coinc_event:coinc_event_id:10092,1.16850978363,25051.2367223,0.999999999384,171.412582379,6.54982018471
coinc_event:coinc_event_id:100920,0.251107727543,31188.151856,1.000000001,66.1665949324,6.41376614571
coinc_event:coinc_event_id:100899,0.50983318037,28808.7543719,0.999999999885,85.6699059198,9.56044411659
coinc_event:coinc_event_id:100926,1.64726099434,9702.23453864,0.944399210814,45.968158478,7.86973786354
coinc_event:coinc_event_id:100927,4.65602436864e-08,344.949688182,0.34705268481,16.4110984515,7.62832689285
coinc_event:coinc_event_id:100929,0.00214208155328,35210.0470039,0.999999999746,145.878809934,4.36874699593
coinc_event:coinc_event_id:100932,0.728532855222,11783.6827788,0.998948478768,71.5740272672,5.24756598473
coinc_event:coinc_event_id:100918,0.0514824296558,29343.3844239,0.999999998078,117.646761071,5.37565302849
coinc_event:coinc_event_id:100933,0.106420961079,29412.2065028,1.00000000033,104.418358159,6.45375609398
coinc_event:coinc_event_id:100938,1.94987118172e-06,119.17969762,0.120709123614,168.644290568,8.31060385704
coinc_event:coinc_event_id:100959,0.997082777247,429.718346348,0.205653531593,12.6538930177,7.05363917351
coinc_event:coinc_event_id:100945,0.108634183967,34639.3273252,0.99999999852,124.219295988,5.64968085289
coinc_event:coinc_event_id:100946,1.69714164775,34706.4708168,1.00000000112,154.850030492,6.73747515678
coinc_event:coinc_event_id:100955,4.51151831937,37690.9990191,1.00000000019,98.39411192,5.21020412445
coinc_event:coinc_event_id:10097,2.88602208826,33246.0998741,0.999999999479,92.7402180818,4.7143368721
coinc_event:coinc_event_id:100984,0.0444581592799,33914.1776157,1.00000000018,133.181838869,7.3388068676
coinc_event:coinc_event_id:100981,8.38821991675e-07,135.126276879,0.154661706823,15.3828962113,11.5666980743
coinc_event:coinc_event_id:100976,0.215824138236,15380.0560485,1.00000000037,98.4165613208,13.4722540379
coinc_event:coinc_event_id:1010,0.156020656063,185.483895592,0.305652449839,16.2263889236,7.4477789402
coinc_event:coinc_event_id:100996,1.80953495187,19431.3264739,0.999999999606,111.726845056,8.49772810936
coinc_event:coinc_event_id:100896,0.509895906812,22053.6994684,0.999999999461,104.367360382,4.41962313652
coinc_event:coinc_event_id:10100,2.23995895416,25276.1674192,0.999999999554,133.006414221,4.13893508911
coinc_event:coinc_event_id:101010,0.124345154744,4894.76053887,0.955490988053,59.6630894871,2.94283699989
coinc_event:coinc_event_id:101004,0.316793126106,23788.9390799,0.99999999949,35.330767942,5.72819709778
coinc_event:coinc_event_id:10101,2.87704437464,23218.2194011,1.0000000001,117.357537341,3.44115996361
coinc_event:coinc_event_id:100983,0.155976942306,36553.7561299,0.999999999638,49.0475258057,6.29146695137
coinc_event:coinc_event_id:101024,5.20739518733,3051.67169399,0.771224868222,37.3008380523,6.01760196686
coinc_event:coinc_event_id:101022,0.0261281116623,3196.03020096,0.70492732976,67.4439286739,6.39826178551
coinc_event:coinc_event_id:101025,0.752776253071,10702.6725637,0.98716444538,64.3490166514,6.94667196274
coinc_event:coinc_event_id:101013,0.426329186648,38385.9341574,1.0000000007,96.9626357716,7.64172792435
coinc_event:coinc_event_id:101034,0.620919501865,17376.7356305,0.999999613888,75.054488429,3.78001213074
coinc_event:coinc_event_id:101038,3.3650692203,33034.5978755,0.999999999666,121.968268782,9.30042505264
