dist	chain	v1_end_time	f_lower	logll1	logl	loglh1	v1h1_delay	l1v1_delay	l1h1_delay	loglv1	m1	ra	l1_end_time	m2	iota	v1l1_delay	psi	post	cycle	mc	h1v1_delay	logprior	phi_orb	h1l1_delay	q	prior	h1_end_time	eta	time	cosiota	dec	
5.554327949999999703e+01	1.000000000000000000e+00	9.693797563700251579e+08	3.000000000000000000e+01	2.617498499999999950e+01	8.308799700000000144e+01	4.787244599999999650e+01	-2.292656898498535156e-02	2.578330039978027344e-02	2.856731414794921875e-03	9.040565000000000850e+00	6.267606533392307000e+00	2.310980999999999952e+00	9.693797563442418575e+08	3.162814763817919594e+00	1.546083000000000041e-01	-2.578330039978027344e-02	4.788672999999999957e-01	6.727834362056573347e+29	2.143700000000000000e+06	3.831766800000000028e+00	2.292656898498535156e-02	-1.440677600000000069e+01	3.468231499999999912e+00	-2.856731414794921875e-03	5.046287999999999885e-01	5.536262593339073199e-07	9.693797563470985889e+08	2.229016544982490300e-01	9.693797563598457575e+08	9.880719256628306413e-01	-1.146145999999999970e-01
3.777848910000000160e+01	1.000000000000000000e+00	9.693797563725061417e+08	3.000000000000000000e+01	2.565765800000000141e+01	8.411750100000000430e+01	4.758048200000000350e+01	-2.319407463073730469e-02	2.586543560028076172e-02	2.671360969543457031e-03	1.087936200000000042e+01	5.207455726536740492e+00	2.183021699999999843e+00	9.693797563466407061e+08	3.771114978966044085e+00	4.118874000000000146e-01	-2.586543560028076172e-02	1.669610400000000050e+00	1.480682618529108269e+30	2.145500000000000000e+06	3.847829099999999780e+00	2.319407463073730469e-02	-1.464744499999999938e+01	6.022927100000000422e+00	-2.671360969543457031e-03	7.241760999999999893e-01	4.352065895892039584e-07	9.693797563493120670e+08	2.436020541960612351e-01	9.693797563581407070e+08	9.163668544981097286e-01	-3.345071000000000017e-01
1.918136900000000011e+01	1.000000000000000000e+00	9.693797563700555563e+08	3.000000000000000000e+01	2.726491299999999995e+01	8.735597799999999324e+01	4.714455699999999894e+01	-2.254557609558105469e-02	2.538537979125976562e-02	2.839803695678710938e-03	1.294650799999999968e+01	6.036737893288518286e+00	2.163003799999999810e+00	9.693797563446701765e+08	3.277133112766281720e+00	1.164897999999999989e+00	-2.538537979125976562e-02	8.838437999999999573e-01	2.908382594414725090e+31	2.147300000000000000e+06	3.836646599999999907e+00	2.254557609558105469e-02	-1.490824300000000058e+01	4.742244999999999600e+00	-2.839803695678710938e-03	5.428648999999999836e-01	3.352990556202385038e-07	9.693797563475099802e+08	2.280530917388318424e-01	9.693797563546288013e+08	3.948442555855668501e-01	-4.210104000000000068e-01
2.541089039999999954e+01	1.000000000000000000e+00	9.693797563701649904e+08	3.000000000000000000e+01	2.690352800000000144e+01	8.459311399999999992e+01	4.589367099999999766e+01	-2.244818210601806641e-02	2.538526058197021484e-02	2.937078475952148438e-03	1.179591500000000082e+01	6.018893038830471554e+00	2.176866599999999874e+00	9.693797563447797298e+08	3.283155680356051764e+00	9.981295000000000028e-01	-2.538526058197021484e-02	2.605772500000000047e+00	2.935724320859197580e+30	2.149100000000000000e+06	3.835033300000000089e+00	2.244818210601806641e-02	-1.443860699999999930e+01	1.564133999999999913e+00	-2.937078475952148438e-03	5.454750000000000432e-01	5.362813000585510327e-07	9.693797563477168083e+08	2.283762211430682143e-01	9.693797563549191952e+08	5.418753312308542958e-01	-4.171413999999999955e-01
2.533912490000000162e+01	1.000000000000000000e+00	9.693797563698482513e+08	3.000000000000000000e+01	2.638433799999999962e+01	8.238833300000000293e+01	4.607268700000000194e+01	-2.255856990814208984e-02	2.540743350982666016e-02	2.848863601684570312e-03	9.931309000000000609e+00	6.148210436780296106e+00	2.165935600000000072e+00	9.693797563444408178e+08	3.215142091704669802e+00	8.244053000000000075e-01	-2.540743350982666016e-02	1.917301300000000097e+00	2.937313250562276036e+29	2.150900000000000000e+06	3.830743399999999799e+00	2.255856990814208984e-02	-1.453586999999999918e+01	6.282392699999999941e+00	-2.848863601684570312e-03	5.229395000000000016e-01	4.865773281782779381e-07	9.693797563472896814e+08	2.254686400610316499e-01	9.693797563544874191e+08	6.789936811722233623e-01	-4.171387999999999763e-01
4.470489880000000227e+01	1.000000000000000000e+00	9.693797563723868132e+08	3.000000000000000000e+01	2.625688099999999991e+01	8.006071799999999428e+01	4.723530499999999677e+01	-2.230536937713623047e-02	2.499651908874511719e-02	2.691149711608886719e-03	6.568532000000000259e+00	4.572567566578261911e+00	2.368714699999999951e+00	9.693797563473902941e+08	4.285528752897121763e+00	9.668750000000000400e-01	-2.499651908874511719e-02	2.063327899999999993e+00	6.010015912214900295e+28	2.152700000000000000e+06	3.853280700000000003e+00	2.230536937713623047e-02	-1.379490799999999950e+01	5.375552999999999582e-01	-2.691149711608886719e-03	9.372258999999999451e-01	1.020816255711919147e-06	9.693797563500814438e+08	2.497374932561950700e-01	9.693797563650447130e+08	5.678745345695825897e-01	3.182870000000000144e-02
8.601943620000000124e+01	1.000000000000000000e+00	9.693797563723031282e+08	3.000000000000000000e+01	2.598136300000000176e+01	7.743009100000000444e+01	4.435990799999999723e+01	-2.261972427368164062e-02	2.519369125366210938e-02	2.573966979980468750e-03	7.088818999999999981e+00	4.785755417917243904e+00	2.348297699999999821e+00	9.693797563471094370e+08	4.101826461171483196e+00	1.208580999999999961e-01	-2.519369125366210938e-02	3.065028000000000197e-01	2.571543980555268285e+27	2.154500000000000000e+06	3.854783100000000129e+00	2.261972427368164062e-02	-1.431578599999999923e+01	3.683549900000000044e+00	-2.573966979980468750e-03	8.570906999999999831e-01	6.063636186791097043e-07	9.693797563496834040e+08	2.485195465297054263e-01	9.693797563645147085e+08	9.927055453012445518e-01	1.990890000000000021e-02
3.415063659999999857e+01	1.000000000000000000e+00	9.693797563692746162e+08	3.000000000000000000e+01	2.773170700000000011e+01	8.182872500000000571e+01	4.089703200000000294e+01	-2.270364761352539062e-02	2.550160884857177734e-02	2.797961235046386719e-03	1.319998600000000089e+01	6.206004348887912414e+00	2.166043600000000069e+00	9.693797563437730074e+08	3.195608171338061521e+00	6.319072999999999496e-01	-2.550160884857177734e-02	7.323984999999999523e-01	2.511475183902467873e+29	2.156300000000000000e+06	3.835119399999999956e+00	2.270364761352539062e-02	-1.413288700000000020e+01	4.944809300000000185e+00	-2.797961235046386719e-03	5.149219999999999908e-01	7.280566324124534633e-07	9.693797563465709686e+08	2.243679925786409290e-01	9.693797563540422916e+08	8.069023634785335020e-01	-4.034086000000000061e-01
2.221043219999999963e+01	1.000000000000000000e+00	9.693797563699053526e+08	3.000000000000000000e+01	2.750087699999999913e+01	8.640747500000000514e+01	4.671629699999999730e+01	-2.254056930541992188e-02	2.551758289337158203e-02	2.977013587951660156e-03	1.219030200000000086e+01	6.153509817266475501e+00	2.193595000000000184e+00	9.693797563443877697e+08	3.216277128826010578e+00	1.023522000000000043e+00	-2.551758289337158203e-02	2.227053699999999914e+00	1.478696737676846777e+31	2.158100000000000000e+06	3.833009300000000064e+00	2.254056930541992188e-02	-1.463617699999999999e+01	9.158519000000000521e-01	-2.977013587951660156e-03	5.226735999999999605e-01	4.401382301236037667e-07	9.693797563473647833e+08	2.254327082903028190e-01	9.693797563550810814e+08	5.203615869639779401e-01	-3.914941000000000115e-01
2.297639840000000078e+01	1.000000000000000000e+00	9.693797563699777126e+08	3.000000000000000000e+01	2.667160900000000012e+01	8.491264599999999518e+01	4.677475700000000103e+01	-2.291655540466308594e-02	2.570080757141113281e-02	2.784252166748046875e-03	1.146627999999999936e+01	6.210792689491597685e+00	2.181885100000000133e+00	9.693797563442769051e+08	3.191944361953133580e+00	9.445670000000000455e-01	-2.570080757141113281e-02	1.981673900000000099e+00	3.464575832129256611e+30	2.159900000000000000e+06	3.834162800000000093e+00	2.291655540466308594e-02	-1.459250300000000067e+01	3.754917999999999867e-01	-2.784252166748046875e-03	5.139350999999999781e-01	4.597867692694086182e-07	9.693797563470611572e+08	2.242300240084246499e-01	9.693797563552778959e+08	5.860937692694161427e-01	-3.659487000000000156e-01
3.480761170000000249e+01	1.000000000000000000e+00	9.693797563700541258e+08	3.000000000000000000e+01	2.598054099999999877e+01	8.570704100000000381e+01	4.828731599999999702e+01	-2.280020713806152344e-02	2.572131156921386719e-02	2.921104431152343750e-03	1.143918399999999913e+01	6.218800863072932117e+00	2.205418299999999832e+00	9.693797563443328142e+08	3.177176032742666578e+00	4.037814000000000125e-01	-2.572131156921386719e-02	3.733847000000000138e-01	8.618889173416267408e+30	2.161700000000000000e+06	3.827016799999999996e+00	2.280020713806152344e-02	-1.447553199999999940e+01	3.137438400000000183e+00	-2.921104431152343750e-03	5.108985000000000332e-01	5.168402522657335870e-07	9.693797563472539186e+08	2.238020434162353023e-01	9.693797563557641506e+08	9.195818658813329494e-01	-3.510717999999999894e-01
3.299564490000000205e+01	1.000000000000000000e+00	9.693797563704452515e+08	3.000000000000000000e+01	2.505916399999999911e+01	8.143547900000000084e+01	4.668609500000000168e+01	-2.270114421844482422e-02	2.566087245941162109e-02	2.959728240966796875e-03	9.690219000000000804e+00	6.223085215267434300e+00	2.204851600000000023e+00	9.693797563447843790e+08	3.161481621869195902e+00	6.144707999999999837e-01	-2.566087245941162109e-02	2.681451000000000251e-01	1.585637132933812096e+29	2.163500000000000000e+06	3.818167700000000053e+00	2.270114421844482422e-02	-1.419952499999999951e+01	2.137690399999999880e+00	-2.959728240966796875e-03	5.080248000000000541e-01	6.811215903261743863e-07	9.693797563477441072e+08	2.233921696325043560e-01	9.693797563560327291e+08	8.170786589667876632e-01	-3.624325999999999937e-01
2.002361889999999889e+01	1.000000000000000000e+00	9.693797563701493740e+08	3.000000000000000000e+01	2.570444300000000126e+01	8.561418600000000367e+01	4.806755199999999917e+01	-2.293038368225097656e-02	2.573561668395996094e-02	2.805233001708984375e-03	1.184219200000000072e+01	6.137458535567147599e+00	2.188705899999999982e+00	9.693797563444137573e+08	3.226567516434461602e+00	9.767339000000000437e-01	-2.573561668395996094e-02	1.934135500000000008e+00	5.317728349447154495e+30	2.165300000000000000e+06	3.834820800000000141e+00	2.293038368225097656e-02	-1.486558699999999966e+01	4.671919999999999962e-01	-2.805233001708984375e-03	5.257171999999999956e-01	3.499110001796204989e-07	9.693797563472189903e+08	2.258416830677564824e-01	9.693797563556163311e+08	5.597320584143663513e-01	-3.567912999999999779e-01
2.858949129999999883e+01	1.000000000000000000e+00	9.693797563694614172e+08	3.000000000000000000e+01	2.576780300000000068e+01	8.305665899999999624e+01	4.783410500000000098e+01	-2.251040935516357422e-02	2.523684501647949219e-02	2.726435661315917969e-03	9.454751999999999157e+00	6.269615799422685321e+00	2.354688799999999915e+00	9.693797563442245722e+08	3.158673819213424938e+00	1.452152099999999946e+00	-2.523684501647949219e-02	7.511605999999999561e-01	1.122600883096634237e+30	2.167100000000000000e+06	3.829665499999999945e+00	2.251040935516357422e-02	-1.386345799999999961e+01	4.457520800000000172e+00	-2.726435661315917969e-03	5.038065999999999933e-01	9.531838831654974461e-07	9.693797563469510078e+08	2.227818876641560197e-01	9.693797563614443541e+08	1.183660743322491604e-01	-1.403100000000000007e-03
4.248184419999999761e+01	1.000000000000000000e+00	9.693797563721410036e+08	3.000000000000000000e+01	2.695889599999999930e+01	7.343243300000000318e+01	4.320063999999999993e+01	-2.318954467773437500e-02	2.527511119842529297e-02	2.085566520690917969e-03	3.272895999999999805e+00	4.927233692159539657e+00	2.309578099999999967e+00	9.693797563468658924e+08	3.989834873076725241e+00	2.015318900000000024e+00	-2.527511119842529297e-02	2.709247899999999820e+00	9.126476322496084477e+25	2.168900000000000000e+06	3.855586300000000133e+00	2.318954467773437500e-02	-1.365662599999999927e+01	2.310668199999999839e+00	-2.085566520690917969e-03	8.097514999999999574e-01	1.172202617413088272e-06	9.693797563489514589e+08	2.472372308318684098e-01	9.693797563643538952e+08	-4.300269007417631406e-01	5.368980000000000280e-02
5.519854649999999907e+01	1.000000000000000000e+00	9.693797563717366457e+08	3.000000000000000000e+01	2.373443599999999876e+01	8.292244100000000628e+01	5.025009399999999715e+01	-2.260637283325195312e-02	2.506577968597412109e-02	2.459406852722167969e-03	8.937912000000000745e+00	5.434110777937262604e+00	2.349160900000000218e+00	9.693797563466708660e+08	3.615431820765542259e+00	3.518690999999999902e-01	-2.506577968597412109e-02	1.036022400000000010e+00	9.498456418794488850e+29	2.170700000000000000e+06	3.842800800000000017e+00	2.260637283325195312e-02	-1.389634399999999914e+01	4.550310600000000427e+00	-2.459406852722167969e-03	6.653217000000000159e-01	9.223473029407762052e-07	9.693797563491302729e+08	2.399028493740289203e-01	9.693797563643471003e+08	9.387301620634793675e-01	4.597799999999999804e-02
4.934306939999999742e+01	1.000000000000000000e+00	9.693797563722971678e+08	3.000000000000000000e+01	2.503400699999999901e+01	8.282689200000000085e+01	4.893030600000000163e+01	-2.264726161956787109e-02	2.536177635192871094e-02	2.714514732360839844e-03	8.862579999999999458e+00	4.800776452035580455e+00	2.344751700000000216e+00	9.693797563469353914e+08	4.092665765981493564e+00	6.398511000000000060e-01	-2.536177635192871094e-02	1.210123400000000071e+00	9.303208151243880855e+29	2.172500000000000000e+06	3.856352100000000060e+00	2.264726161956787109e-02	-1.382156499999999966e+01	5.439732099999999626e+00	-2.714514732360839844e-03	8.525007999999999475e-01	9.939638491655000477e-07	9.693797563496499062e+08	2.484150975750365753e-01	9.693797563639192581e+08	8.021846713934661643e-01	-1.724320000000000019e-02
4.290696189999999888e+01	1.000000000000000000e+00	9.693797563721735477e+08	3.000000000000000000e+01	2.706288100000000085e+01	8.321549799999999664e+01	4.702378900000000073e+01	-2.311074733734130859e-02	2.572011947631835938e-02	2.609372138977050781e-03	9.128828999999999638e+00	4.957338874367344772e+00	2.308099400000000134e+00	9.693797563464534283e+08	3.973478631730479549e+00	7.877104000000000328e-01	-2.572011947631835938e-02	1.556552699999999900e+00	1.309866482389532339e+30	2.174300000000000000e+06	3.858988200000000202e+00	2.311074733734130859e-02	-1.386801999999999957e+01	5.080166999999999877e-01	-2.609372138977050781e-03	8.015345999999999860e-01	9.488453619816995754e-07	9.693797563490628004e+08	2.469659383492437965e-01	9.693797563626611233e+08	7.054698942116000016e-01	-6.355109999999999926e-02
3.444964720000000113e+01	1.000000000000000000e+00	9.693797563718298674e+08	3.000000000000000000e+01	2.698633500000000041e+01	8.578580700000000547e+01	4.565037999999999840e+01	-2.250158786773681641e-02	2.535545825958251953e-02	2.853870391845703125e-03	1.314909199999999956e+01	4.739339393520570987e+00	2.162782800000000005e+00	9.693797563464744091e+08	4.151205384274363475e+00	2.338136000000000103e-01	-2.535545825958251953e-02	1.581170100000000023e+00	3.009275072877318572e+30	2.176100000000000000e+06	3.859664400000000217e+00	2.250158786773681641e-02	-1.560655500000000018e+01	6.494887000000000299e-01	-2.853870391845703125e-03	8.759038000000000102e-01	1.667858804808684493e-07	9.693797563493282795e+08	2.489059533305575111e-01	9.693797563563624620e+08	9.727899017571008944e-01	-4.252327000000000190e-01
3.896439989999999653e+01	1.000000000000000000e+00	9.693797563726609945e+08	3.000000000000000000e+01	2.720842700000000036e+01	8.492901000000000522e+01	4.613876799999999889e+01	-2.305912971496582031e-02	2.581083774566650391e-02	2.751708030700683594e-03	1.158181599999999989e+01	4.498669391778154392e+00	2.188926899999999787e+00	9.693797563468501568e+08	4.368660095690461986e+00	5.704468000000000316e-01	-2.581083774566650391e-02	2.818086300000000044e+00	3.549139608034960380e+30	2.177900000000000000e+06	3.859231499999999926e+00	2.305912971496582031e-02	-1.458475199999999994e+01	2.780493100000000162e+00	-2.751708030700683594e-03	9.711005000000000331e-01	4.633644238066654664e-07	9.693797563496018648e+08	2.499462593233488517e-01	9.693797563582770824e+08	8.416597835364709734e-01	-3.425071000000000088e-01
3.994750059999999792e+01	1.000000000000000000e+00	9.693797563695216179e+08	3.000000000000000000e+01	2.754315199999999919e+01	8.490311499999999967e+01	4.548816000000000059e+01	-2.265608310699462891e-02	2.564334869384765625e-02	2.987265586853027344e-03	1.187180299999999988e+01	6.329799589649171665e+00	2.207390999999999881e+00	9.693797563438782692e+08	3.130498600014760324e+00	2.798054999999999848e-01	-2.564334869384765625e-02	9.941278999999999533e-01	3.680509560707449917e+30	2.179700000000000000e+06	3.828433599999999881e+00	2.265608310699462891e-02	-1.452251099999999973e+01	4.580203599999999931e+00	-2.987265586853027344e-03	4.945651999999999826e-01	4.931211266890925033e-07	9.693797563468655348e+08	2.214082618297988359e-01	9.693797563551191092e+08	9.611091713055940344e-01	-3.642173000000000216e-01
2.839877339999999961e+01	1.000000000000000000e+00	9.693797563697284460e+08	3.000000000000000000e+01	2.708141600000000082e+01	8.344367300000000398e+01	4.434015800000000240e+01	-2.306485176086425781e-02	2.573037147521972656e-02	2.665519714355468750e-03	1.202210000000000001e+01	6.267371533691958874e+00	2.167338899999999846e+00	9.693797563439980745e+08	3.163274654593692947e+00	7.850458000000000158e-01	-2.573037147521972656e-02	2.890235899999999969e+00	1.082700312731347666e+30	2.181500000000000000e+06	3.831996600000000086e+00	2.306485176086425781e-02	-1.428666300000000078e+01	2.271270599999999806e+00	-2.665519714355468750e-03	5.047211000000000336e-01	6.242824042767498186e-07	9.693797563466635942e+08	2.229150748507303659e-01	9.693797563548688889e+08	7.073558958319934309e-01	-3.662451999999999930e-01
3.779266679999999923e+01	1.000000000000000000e+00	9.693797563697412014e+08	3.000000000000000000e+01	2.754277000000000086e+01	8.330428399999999556e+01	4.388787800000000061e+01	-2.295672893524169922e-02	2.567017078399658203e-02	2.713441848754882812e-03	1.187363700000000044e+01	6.274598999257609222e+00	2.168506100000000103e+00	9.693797563440710306e+08	3.158185129857733475e+00	5.039607000000000392e-01	-2.567017078399658203e-02	2.595796500000000062e+00	1.138109110382330000e+30	2.183300000000000000e+06	3.830770699999999973e+00	2.295672893524169922e-02	-1.409736299999999964e+01	1.534467500000000095e+00	-2.713441848754882812e-03	5.033286000000000149e-01	7.543849918344219060e-07	9.693797563467844725e+08	2.227120774140154968e-01	9.693797563547967672e+08	8.756768227510094427e-01	-3.761079999999999979e-01
5.022436069999999830e+01	1.000000000000000000e+00	9.693797563717937469e+08	3.000000000000000000e+01	2.739226899999999887e+01	8.264767700000000161e+01	4.632559899999999686e+01	-2.277612686157226562e-02	2.557694911956787109e-02	2.800822257995605469e-03	8.929809000000000552e+00	5.090973872339453976e+00	2.331271800000000116e+00	9.693797563462167978e+08	3.870919438346367425e+00	7.711791999999999536e-01	-2.557694911956787109e-02	2.750049199999999860e+00	1.055510155935160936e+30	2.185100000000000000e+06	3.857349999999999834e+00	2.277612686157226562e-02	-1.351609999999999978e+01	2.835460799999999892e+00	-2.800822257995605469e-03	7.603495000000000115e-01	1.349063378505219005e-06	9.693797563490176201e+08	2.453666097012165703e-01	9.693797563626004457e+08	7.170892879959228638e-01	-6.207529999999999992e-02
3.197049510000000083e+01	1.000000000000000000e+00	9.693797563688646555e+08	3.000000000000000000e+01	2.646335200000000043e+01	8.393448800000000176e+01	4.483548300000000353e+01	-2.273857593536376953e-02	2.568292617797851562e-02	2.944350242614746094e-03	1.263565299999999958e+01	6.426980121322229067e+00	2.204790399999999817e+00	9.693797563431817293e+08	3.090321485522058875e+00	5.485079000000000482e-01	-2.568292617797851562e-02	1.834087999999999941e+00	1.745234987965550533e+30	2.186900000000000000e+06	3.829160799999999920e+00	2.273857593536376953e-02	-1.430004600000000003e+01	4.182671000000000028e-01	-2.944350242614746094e-03	4.808356999999999770e-01	6.159832902489813750e-07	9.693797563461260796e+08	2.192718864754205910e-01	9.693797563544912338e+08	8.533034743703038494e-01	-3.585182000000000091e-01
3.219758300000000162e+01	1.000000000000000000e+00	9.693797563727076054e+08	3.000000000000000000e+01	2.422956500000000091e+01	8.429255700000000218e+01	4.789254300000000342e+01	-2.304685115814208984e-02	2.577257156372070312e-02	2.725720405578613281e-03	1.217045000000000066e+01	4.691042091390018598e+00	2.180562999999999807e+00	9.693797563469350338e+08	4.175508762255693007e+00	4.642785999999999857e-01	-2.577257156372070312e-02	2.136505099999999935e+00	1.153913501816909623e+30	2.188700000000000000e+06	3.851556700000000166e+00	2.304685115814208984e-02	-1.507184499999999971e+01	1.099762499999999976e+00	-2.725720405578613281e-03	8.901025999999999661e-01	2.846956847386948547e-07	9.693797563496607542e+08	2.491548299761503493e-01	9.693797563581180573e+08	8.941448252072371483e-01	-3.536098999999999770e-01
3.958021370000000161e+01	1.000000000000000000e+00	9.693797563685562611e+08	3.000000000000000000e+01	2.682906099999999938e+01	7.912079099999999698e+01	4.195595099999999888e+01	-2.311241626739501953e-02	2.582132816314697266e-02	2.708911895751953125e-03	1.033577999999999975e+01	6.595916285528548251e+00	2.183523000000000103e+00	9.693797563427349329e+08	3.022310184050636117e+00	1.172152999999999945e-01	-2.582132816314697266e-02	3.118846000000000007e+00	5.158291856673723011e+27	2.190500000000000000e+06	3.829565500000000178e+00	2.311241626739501953e-02	-1.531038799999999966e+01	3.235660000000000203e+00	-2.708911895751953125e-03	4.582092999999999861e-01	2.242760898672492890e-07	9.693797563454438448e+08	2.154885367590358425e-01	9.693797563541074991e+08	9.931381486150111515e-01	-3.430393999999999943e-01
3.785641079999999903e+01	1.000000000000000000e+00	9.693797563721849918e+08	3.000000000000000000e+01	2.691715800000000058e+01	8.781820500000000607e+01	4.730947199999999953e+01	-2.280402183532714844e-02	2.564334869384765625e-02	2.839326858520507812e-03	1.359157500000000063e+01	4.961919848847433201e+00	2.184495000000000076e+00	9.693797563465416431e+08	3.960813816367642293e+00	3.227056999999999842e-01	-2.564334869384765625e-02	2.609645399999999782e+00	4.256908178941577247e+31	2.192300000000000000e+06	3.854436699999999938e+00	2.280402183532714844e-02	-1.498952300000000015e+01	2.219627000000000017e+00	-2.839326858520507812e-03	7.982422000000000128e-01	3.091241069715707422e-07	9.693797563493809700e+08	2.468529451988288048e-01	9.693797563574261665e+08	9.483808217927338635e-01	-3.747309999999999808e-01
3.176992070000000012e+01	1.000000000000000000e+00	9.693797563722004890e+08	3.000000000000000000e+01	2.437733599999999967e+01	8.081614199999999926e+01	4.550746000000000180e+01	-2.287566661834716797e-02	2.577936649322509766e-02	2.903699874877929688e-03	1.093134599999999956e+01	4.822975851436161143e+00	2.209685400000000133e+00	9.693797563464211226e+08	4.088293386879645830e+00	8.455559999999999743e-01	-2.577936649322509766e-02	7.564319000000000459e-01	6.153994579970719602e+28	2.194100000000000000e+06	3.863014800000000193e+00	2.287566661834716797e-02	-1.452665799999999940e+01	5.117727699999999658e+00	-2.903699874877929688e-03	8.476702999999999877e-01	4.910803877735060951e-07	9.693797563493248224e+08	2.483007384659512706e-01	9.693797563581017256e+08	6.633153079783349337e-01	-3.373085000000000111e-01
6.169580820000000188e+01	1.000000000000000000e+00	9.693797563723075390e+08	3.000000000000000000e+01	2.473723000000000027e+01	8.099018700000000592e+01	4.774089800000000139e+01	-2.280068397521972656e-02	2.524232864379882812e-02	2.441644668579101562e-03	8.512059000000000708e+00	5.034534133984721826e+00	2.336419999999999941e+00	9.693797563470652103e+08	3.890325492285745312e+00	3.958670000000000244e-01	-2.524232864379882812e-02	5.770842999999999945e-01	1.649960425653890858e+29	2.195900000000000000e+06	3.846332799999999885e+00	2.280068397521972656e-02	-1.371446800000000010e+01	3.955833099999999991e+00	-2.441644668579101562e-03	7.727279999999999704e-01	1.106323723647068243e-06	9.693797563495068550e+08	2.458908909454997072e-01	9.693797563644633293e+08	9.226625888020575372e-01	2.663969999999999880e-02
4.303637940000000128e+01	1.000000000000000000e+00	9.693797563717774153e+08	3.000000000000000000e+01	2.375481500000000068e+01	8.086430500000000166e+01	4.462726399999999671e+01	-2.299857139587402344e-02	2.594792842864990234e-02	2.949357032775878906e-03	1.248222600000000071e+01	5.114188910836956481e+00	2.268252700000000122e+00	9.693797563458294868e+08	3.846860679341419509e+00	4.947656999999999750e-01	-2.594792842864990234e-02	3.217805000000000248e-01	8.756430950332338500e+28	2.197700000000000000e+06	3.853524800000000194e+00	2.299857139587402344e-02	-1.422213400000000050e+01	4.250491300000000194e+00	-2.949357032775878906e-03	7.521936999999999651e-01	6.658948911214845852e-07	9.693797563487788439e+08	2.449996492820110117e-01	9.693797563596534729e+08	8.800799855974820174e-01	-2.241451000000000138e-01
3.958094320000000010e+01	1.000000000000000000e+00	9.693797563724657297e+08	3.000000000000000000e+01	2.512884999999999991e+01	8.626607799999999315e+01	4.885844699999999818e+01	-2.292633056640625000e-02	2.585422992706298828e-02	2.927899360656738281e-03	1.227878100000000039e+01	4.944427165054767315e+00	2.225269599999999848e+00	9.693797563466114998e+08	3.974978769672361523e+00	2.119788999999999979e-01	-2.585422992706298828e-02	7.687359999999999749e-01	6.643601494384509426e+30	2.199500000000000000e+06	3.854812799999999928e+00	2.292633056640625000e-02	-1.529487100000000055e+01	4.713442999999999827e+00	-2.927899360656738281e-03	8.039311000000000096e-01	2.277833224461355346e-07	9.693797563495393991e+08	2.470466321594910475e-01	9.693797563588366508e+08	9.776164786915703120e-01	-3.100743000000000249e-01
2.937424999999999997e+01	1.000000000000000000e+00	9.693797563727295399e+08	3.000000000000000000e+01	2.461647699999999972e+01	8.588792999999999722e+01	4.845208800000000338e+01	-2.285563945770263672e-02	2.561509609222412109e-02	2.759456634521484375e-03	1.281936499999999945e+01	4.663485462020769745e+00	2.170127700000000104e+00	9.693797563471144438e+08	4.198184334653462635e+00	5.751756999999999564e-01	-2.561509609222412109e-02	9.053202000000000194e-01	5.618204956786349196e+30	2.201300000000000000e+06	3.850881600000000127e+00	2.285563945770263672e-02	-1.508436500000000002e+01	4.708001199999999997e+00	-2.759456634521484375e-03	9.002246000000000414e-01	2.811535150178082243e-07	9.693797563498739004e+08	2.493107494972295612e-01	9.693797563577197790e+08	8.390967376952839230e-01	-3.845914999999999750e-01
2.812952870000000161e+01	1.000000000000000000e+00	9.693797563723168373e+08	3.000000000000000000e+01	2.679690400000000139e+01	8.712959899999999891e+01	4.678819399999999717e+01	-2.286481857299804688e-02	2.557241916656494141e-02	2.707600593566894531e-03	1.354449999999999932e+01	4.909372627405307554e+00	2.159083900000000167e+00	9.693797563467444181e+08	4.000618788774083612e+00	8.271435999999999789e-01	-2.557241916656494141e-02	2.686858899999999828e+00	2.660851321281749417e+31	2.203100000000000000e+06	3.854042000000000190e+00	2.286481857299804688e-02	-1.477081500000000069e+01	2.327318200000000115e+00	-2.707600593566894531e-03	8.148940999999999546e-01	3.846950093916567033e-07	9.693797563494520187e+08	2.473993736768113350e-01	9.693797563570941687e+08	6.769808312125418226e-01	-3.946093999999999991e-01
3.391675270000000353e+01	1.000000000000000000e+00	9.693797563721950054e+08	3.000000000000000000e+01	2.544539999999999935e+01	8.373843499999999551e+01	4.920289999999999964e+01	-2.260720729827880859e-02	2.539205551147460938e-02	2.784848213195800781e-03	9.090135000000000076e+00	5.034085418465442885e+00	2.346337699999999860e+00	9.693797563468029499e+08	3.907094647662747278e+00	9.583285999999999749e-01	-2.539205551147460938e-02	1.861516399999999960e+00	1.648217185593246001e+30	2.204900000000000000e+06	3.854657000000000000e+00	2.260720729827880859e-02	-1.416118799999999922e+01	4.023519999999999874e-01	-2.784848213195800781e-03	7.761280000000000401e-01	7.077407377040869093e-07	9.693797563495877981e+08	2.460281664013203862e-01	9.693797563636566401e+08	5.748883811360121499e-01	-2.982390000000000041e-02
