dist	chain	v1_end_time	f_lower	logll1	logl	loglh1	v1h1_delay	l1v1_delay	l1h1_delay	loglv1	m1	ra	l1_end_time	m2	iota	v1l1_delay	psi	post	cycle	mc	h1v1_delay	logprior	phi_orb	h1l1_delay	q	prior	h1_end_time	eta	time	cosiota	dec	
3.479555150000000197e+01	1.000000000000000000e+00	9.693797563723777533e+08	3.000000000000000000e+01	2.480467700000000164e+01	8.394143099999999436e+01	4.791368299999999891e+01	-2.286291122436523438e-02	2.558422088623046875e-02	2.721309661865234375e-03	1.122307099999999913e+01	4.806658533821507540e+00	2.326654599999999906e+00	9.693797563467935324e+08	4.085368470241131256e+00	8.395580000000000265e-01	-2.558422088623046875e-02	4.696988000000000274e-01	1.760604489771569616e+30	6.983000000000000000e+05	3.855179000000000133e+00	2.286291122436523438e-02	-1.429822099999999985e+01	4.313947999999999894e+00	-2.721309661865234375e-03	8.499394000000000116e-01	6.171084861826748961e-07	9.693797563495148420e+08	2.483550285617107389e-01	9.693797563632522821e+08	6.677918928905157703e-01	-5.302649999999999725e-02
2.311859409999999926e+01	1.000000000000000000e+00	9.693797563720358610e+08	3.000000000000000000e+01	2.705713499999999883e+01	8.267802399999999352e+01	4.564744300000000266e+01	-2.289795875549316406e-02	2.574753761291503906e-02	2.849578857421875000e-03	9.973445999999999145e+00	4.516949768731459258e+00	2.315285300000000213e+00	9.693797563462883234e+08	4.375067407850858459e+00	1.207918899999999907e+00	-2.574753761291503906e-02	4.427961999999999732e-01	2.417776468602600527e+29	7.001000000000000000e+05	3.869883999999999880e+00	2.289795875549316406e-02	-1.502020800000000023e+01	5.334790400000000155e+00	-2.849578857421875000e-03	9.685888999999999749e-01	2.997826874330126208e-07	9.693797563491379023e+08	2.499363503183895385e-01	9.693797563620501757e+08	3.549657458154668599e-01	-1.044038000000000049e-01
6.574613420000000019e+01	1.000000000000000000e+00	9.693797563725833893e+08	3.000000000000000000e+01	2.718860099999999846e+01	8.091550900000000013e+01	4.577257399999999876e+01	-2.314019203186035156e-02	2.581989765167236328e-02	2.679705619812011719e-03	7.954334000000000238e+00	4.438883834556881958e+00	2.300401200000000035e+00	9.693797563467634916e+08	4.434232328186649141e+00	2.781501000000000112e-01	-2.581989765167236328e-02	2.183984099999999984e+00	9.546288079554160675e+28	7.019000000000000000e+05	3.862247500000000056e+00	2.314019203186035156e-02	-1.418697399999999931e+01	1.775159399999999943e+00	-2.679705619812011719e-03	9.989521000000000095e-01	6.897242202816354042e-07	9.693797563494431973e+08	2.499999312971244725e-01	9.693797563625428677e+08	9.615650239056076076e-01	-9.455070000000000141e-02
4.317091620000000063e+01	1.000000000000000000e+00	9.693797563724315166e+08	3.000000000000000000e+01	2.637467699999999837e+01	8.344091899999999384e+01	4.720722800000000063e+01	-2.310979366302490234e-02	2.583038806915283203e-02	2.720594406127929688e-03	9.859014000000000166e+00	4.964869348189525411e+00	2.300614100000000217e+00	9.693797563466011286e+08	3.951025153759570419e+00	7.479976000000000402e-01	-2.583038806915283203e-02	2.193793799999999905e+00	1.597288030461439130e+30	7.037000000000000000e+05	3.850681400000000032e+00	2.310979366302490234e-02	-1.389505800000000058e+01	1.271369500000000041e+00	-2.720594406127929688e-03	7.957963999999999594e-01	9.235342045865405791e-07	9.693797563493217230e+08	2.467673952714972696e-01	9.693797563622703552e+08	7.330523145233028837e-01	-1.035751000000000033e-01
3.267514340000000317e+01	1.000000000000000000e+00	9.693797563722285032e+08	3.000000000000000000e+01	2.506120999999999910e+01	8.375502600000000086e+01	4.722374599999999845e+01	-2.277588844299316406e-02	2.569711208343505859e-02	2.921223640441894531e-03	1.147006999999999977e+01	4.980237699729243239e+00	2.323683700000000130e+00	9.693797563465313911e+08	3.945963847295352878e+00	9.255860000000000198e-01	-2.569711208343505859e-02	8.041534999999999656e-01	1.479244094259944392e+30	7.055000000000000000e+05	3.853972100000000012e+00	2.277588844299316406e-02	-1.428594200000000036e+01	4.949667999999999957e+00	-2.921223640441894531e-03	7.923244000000000398e-01	6.247326741930327423e-07	9.693797563494526148e+08	2.466435690113056578e-01	9.693797563623504639e+08	6.013664973078696185e-01	-1.044115999999999933e-01
3.692362419999999901e+01	1.000000000000000000e+00	9.693797563707606792e+08	3.000000000000000000e+01	2.502432900000000160e+01	8.541005499999999984e+01	4.848623899999999765e+01	-2.275764942169189453e-02	2.582132816314697266e-02	3.063678741455078125e-03	1.189948599999999956e+01	5.880724926275641806e+00	2.247037300000000126e+00	9.693797563449393511e+08	3.355426968796819231e+00	6.352961000000000302e-01	-2.582132816314697266e-02	2.514125500000000013e+00	9.881656999312502545e+30	7.073000000000000000e+05	3.837151800000000001e+00	2.275764942169189453e-02	-1.404182199999999980e+01	1.450310999999999906e+00	-3.063678741455078125e-03	5.705805000000000460e-01	7.974696973999292193e-07	9.693797563480030298e+08	2.313111262408782953e-01	9.693797563575147390e+08	8.048960213216137527e-01	-2.982798999999999867e-01
3.573395870000000230e+01	1.000000000000000000e+00	9.693797563709776402e+08	3.000000000000000000e+01	2.330601899999999915e+01	8.178241199999999367e+01	4.766583099999999718e+01	-2.276527881622314453e-02	2.578485012054443359e-02	3.019571304321289062e-03	1.081056199999999912e+01	5.790926526024898990e+00	2.231104600000000104e+00	9.693797563451927900e+08	3.416918244808761163e+00	4.126658999999999744e-01	-2.578485012054443359e-02	3.891150999999999915e-01	1.596673341414633627e+29	7.091000000000000000e+05	3.845899999999999874e+00	2.276527881622314453e-02	-1.453952199999999984e+01	3.725680399999999892e+00	-3.019571304321289062e-03	5.900469000000000408e-01	4.848035885956272082e-07	9.693797563482123613e+08	2.333816275004797491e-01	9.693797563572939634e+08	9.160549124704735480e-01	-3.212283000000000222e-01
3.864581520000000125e+01	1.000000000000000000e+00	9.693797563713864088e+08	3.000000000000000000e+01	2.493795899999999932e+01	7.968914700000000551e+01	4.498392100000000227e+01	-2.292561531066894531e-02	2.584648132324218750e-02	2.920866012573242188e-03	9.767267000000000365e+00	5.786004314742598353e+00	2.222604299999999977e+00	9.693797563455399275e+08	3.386577834040848334e+00	5.966166999999999998e-01	-2.584648132324218750e-02	5.111712000000000478e-01	3.244068967892674164e+28	7.109000000000000000e+05	3.826357699999999973e+00	2.292561531066894531e-02	-1.403993600000000086e+01	3.147693299999999805e+00	-2.920866012573242188e-03	5.853051000000000226e-01	7.989751444395439637e-07	9.693797563484607935e+08	2.328930855373432529e-01	9.693797563576841354e+08	8.272412424574876466e-01	-3.139804999999999957e-01
2.269427340000000015e+01	1.000000000000000000e+00	9.693797563713443279e+08	3.000000000000000000e+01	2.702375299999999925e+01	8.645422600000000557e+01	4.630619200000000291e+01	-2.294766902923583984e-02	2.580678462982177734e-02	2.859115600585937500e-03	1.312428000000000061e+01	5.519888810914184596e+00	2.205819200000000091e+00	9.693797563455375433e+08	3.565945321893635445e+00	1.027552999999999939e+00	-2.580678462982177734e-02	4.790318000000000076e-01	1.329823354416459555e+31	7.127000000000000000e+05	3.844059000000000115e+00	2.294766902923583984e-02	-1.478904099999999922e+01	4.313851900000000406e+00	-2.859115600585937500e-03	6.460175999999999696e-01	3.777470670824043472e-07	9.693797563483966589e+08	2.384379618403253132e-01	9.693797563572361469e+08	5.169151121852647579e-01	-3.340878999999999932e-01
4.505722180000000066e+01	1.000000000000000000e+00	9.693797563715854883e+08	3.000000000000000000e+01	2.757514700000000119e+01	8.396641099999999369e+01	4.540464999999999662e+01	-2.316284179687500000e-02	2.588522434234619141e-02	2.722382545471191406e-03	1.098661300000000018e+01	5.492306900759015065e+00	2.193788500000000141e+00	9.693797563457002640e+08	3.586955884588073129e+00	2.588713000000000264e-01	-2.588522434234619141e-02	9.728759999999999630e-01	1.292806207256978796e+30	7.145000000000000000e+05	3.846611999999999920e+00	2.316284179687500000e-02	-1.463204299999999947e+01	5.302558600000000233e+00	-2.722382545471191406e-03	6.530873000000000372e-01	4.419615277264077284e-07	9.693797563484226465e+08	2.389899617434898815e-01	9.693797563574428558e+08	9.666795293190176830e-01	-3.246808999999999945e-01
2.993791679999999999e+01	1.000000000000000000e+00	9.693797563720382452e+08	3.000000000000000000e+01	2.661757800000000174e+01	8.324357999999999436e+01	4.537623700000000326e+01	-2.277922630310058594e-02	2.563166618347167969e-02	2.852439880371093750e-03	1.124976599999999927e+01	5.270072576659554642e+00	2.185324800000000067e+00	9.693797563464065790e+08	3.741322545520544107e+00	7.805809000000000220e-01	-2.563166618347167969e-02	5.791408999999999585e-01	6.866450480247292534e+29	7.163000000000000000e+05	3.854309999999999903e+00	2.277922630310058594e-02	-1.454196499999999936e+01	4.321660600000000407e+00	-2.852439880371093750e-03	7.099185999999999552e-01	4.836206589655661987e-07	9.693797563492590189e+08	2.428050314278829835e-01	9.693797563572721481e+08	7.105048830736016008e-01	-3.763700999999999852e-01
3.711008410000000168e+01	1.000000000000000000e+00	9.693797563722898960e+08	3.000000000000000000e+01	2.644975200000000015e+01	8.626105300000000398e+01	4.695996699999999890e+01	-2.299129962921142578e-02	2.570545673370361328e-02	2.714157104492187500e-03	1.285133300000000034e+01	5.055211863437595987e+00	2.171966400000000075e+00	9.693797563465844393e+08	3.888863777402733035e+00	3.721949999999999981e-01	-2.570545673370361328e-02	7.120750999999999609e-01	1.028685853445468458e+31	7.181000000000000000e+05	3.853276399999999935e+00	2.299129962921142578e-02	-1.485263400000000011e+01	4.517671899999999852e+00	-2.714157104492187500e-03	7.692780999999999647e-01	3.544728785878937864e-07	9.693797563492985964e+08	2.457486638675399904e-01	9.693797563574532270e+08	9.315313543829245591e-01	-3.689376999999999795e-01
3.153371800000000036e+01	1.000000000000000000e+00	9.693797563725072145e+08	3.000000000000000000e+01	2.505189599999999928e+01	8.634448899999999583e+01	4.862733300000000014e+01	-2.294135093688964844e-02	2.571547031402587891e-02	2.774119377136230469e-03	1.266525999999999996e+01	4.958800621742865289e+00	2.181859499999999841e+00	9.693797563467917442e+08	3.954283486914796697e+00	5.403217000000000159e-01	-2.571547031402587891e-02	2.435959299999999939e+00	1.102220870043301466e+31	7.199000000000000000e+05	3.850003000000000064e+00	2.294135093688964844e-02	-1.486702499999999993e+01	1.559989400000000082e+00	-2.774119377136230469e-03	7.974274000000000084e-01	3.494081897686920331e-07	9.693797563495658636e+08	2.468245981197598193e-01	9.693797563578329086e+08	8.575432394356451438e-01	-3.633797000000000277e-01
4.141977609999999999e+01	1.000000000000000000e+00	9.693797563726075888e+08	3.000000000000000000e+01	2.541508599999999873e+01	8.411320000000000618e+01	4.625476299999999696e+01	-2.302205562591552734e-02	2.581167221069335938e-02	2.789616584777832031e-03	1.244335099999999983e+01	4.875468799128636732e+00	2.195024399999999876e+00	9.693797563467959166e+08	4.020578747451666324e+00	3.401850000000000152e-01	-2.581167221069335938e-02	2.217794399999999833e+00	1.291614789261980363e+30	7.217000000000000000e+05	3.850734300000000054e+00	2.302205562591552734e-02	-1.477975400000000050e+01	1.022053099999999937e+00	-2.789616584777832031e-03	8.246548000000000211e-01	3.812715446744294582e-07	9.693797563495855331e+08	2.476913061591399789e-01	9.693797563583251238e+08	9.426929542837628739e-01	-3.392317999999999723e-01
