simulation_id,mass,mchirp,distance
33068,2.4013368,1.0427917,119.92383
13677,3.4122457,1.4700833,125.1199
47872,3.0458157,1.3180125,144.21966
3265,2.1340254,0.92884696,131.22755
40287,2.7354642,1.1812855,101.09421
20052,2.1640491,0.94161336,43.730062
14338,2.7940043,1.2111949,143.54149
48072,3.2300846,1.359417,122.31976
4882,3.1019301,1.3500335,90.87923
23988,2.2093805,0.95837849,143.92847
16370,2.978595,1.2629529,149.81261
24091,2.4158396,1.0398842,82.59865
9057,3.3744463,1.4564542,139.48121
36721,3.1559238,1.3670656,82.008507
17073,2.9081674,1.2490712,94.19821
28270,2.7599784,1.1882443,122.50272
8883,2.4429799,1.055945,146.97184
11808,2.9089211,1.2072819,111.7984
7628,3.594519,1.5552695,146.59354
4650,3.5852023,1.5593992,103.645
10397,3.2893102,1.4306543,138.64859
2596,3.1970127,1.3632102,131.95255
41596,3.0195411,1.2857342,116.90466
548,2.4111409,1.0352907,143.36268
12334,3.4280848,1.4891572,146.23786
31168,2.874697,1.1848832,126.96876
39141,3.4255439,1.4719084,92.200652
26353,3.1014323,1.3050727,104.57679
44667,3.5860504,1.5565504,145.19497
28300,3.4893135,1.5015691,103.73529
9013,3.4065209,1.4824244,117.26473
15999,2.699162,1.1611388,93.507602
26586,3.5421096,1.528058,41.643083
9135,2.8877444,1.2050946,114.55069
20390,2.7412174,1.1925451,92.333237
6652,2.5101657,1.088565,129.9245
49619,3.0905821,1.3436544,132.07238
4222,2.9004919,1.2597298,105.84058
16326,2.8172578,1.2027375,98.670495
20395,2.9641816,1.2728732,77.71487
23232,3.1015399,1.341532,88.755448
37570,2.6367701,1.1295724,75.646291
37926,2.7062161,1.1544561,80.57048
25400,3.6891319,1.6042897,146.30587
12922,3.0950842,1.3039869,121.25846
22591,3.4196314,1.4682942,120.83251
13891,2.1160909,0.91973459,144.02747
33669,2.3312993,1.0147555,107.09051
44973,3.1079846,1.3204644,126.48591
21959,3.2324715,1.403507,146.40759
14838,3.4616297,1.502072,102.48124
3548,3.0412259,1.3206277,135.98219
45628,3.0950749,1.2802246,111.40481
942,2.6191456,1.1385433,123.38757
24914,2.5220265,1.0844003,100.10562
22387,3.2229672,1.3930896,52.649782
35238,2.5825304,1.1171527,92.450571
45141,2.9983765,1.2795194,141.81274
2280,2.4980241,1.0865025,121.94905
297,3.042256,1.3219543,141.35086
13227,3.4019371,1.4778918,137.89991
35284,2.5136094,1.0830271,101.83581
32035,2.6891606,1.142566,62.226048
28835,3.1124815,1.3537107,78.495513
47629,2.2936031,0.99036732,140.64189
37515,2.8802293,1.250345,109.10235
28855,3.6433692,1.5835089,106.79809
11426,3.3904148,1.4748877,112.09616
14746,3.2766094,1.4257657,61.833673
32634,2.5060082,1.0769936,127.65376
30340,2.8387686,1.2011373,42.114632
37162,3.1258707,1.3602379,145.98738
28956,3.3046297,1.4307307,149.21898
33933,2.5655595,1.100535,131.78353
41374,2.684722,1.1527846,143.4629
27412,2.6551073,1.1295873,146.29799
40253,3.5814673,1.5579106,140.94236
15186,2.7330114,1.1805687,106.82872
16996,3.3917678,1.4663583,127.90556
38436,3.1006075,1.3199005,110.81382
23599,2.9706876,1.2905305,145.48877
33624,2.6737779,1.1527453,94.019089
48870,3.3938582,1.4665046,71.552809
51507,3.1085344,1.3148629,80.609424
30324,3.2792845,1.3875161,108.49261
24199,2.2248075,0.96822168,146.28624
31967,2.6312634,1.1305334,60.225089
12464,3.2570777,1.4172377,98.080543
11830,3.3753046,1.4691774,111.62101
45388,2.421753,1.0532379,122.66512
30682,3.4627849,1.5013377,147.67499
43687,2.5834077,1.1150356,118.13588
18953,3.1506745,1.3589645,145.78872
37888,3.8590338,1.6794782,91.510295
40364,2.5303554,1.0997821,132.62404
6520,3.3330408,1.4491608,148.0709
43539,2.6956698,1.1732732,109.28066
27939,2.464955,1.0637653,123.92122
9533,3.2778461,1.4210095,126.77332
10823,2.8124102,1.2214398,118.96402
12233,2.6781196,1.1652399,140.60297
12763,2.8239861,1.2118322,113.60232
8473,3.0893229,1.3398357,129.08119
4853,3.1561582,1.3639891,88.849652
3458,2.9936375,1.2695902,132.85666
50917,3.5542882,1.5466911,101.40446
45804,2.9205963,1.2222437,108.54428
55,2.9503482,1.2290496,98.209347
11441,2.7932021,1.203183,117.98797
43170,3.2229902,1.402602,26.897054
38308,3.4534251,1.5031846,138.25239
26335,2.7046766,1.1613362,123.35054
2002,3.9225593,1.7073667,109.72157
8052,3.2031988,1.389764,114.55452
4578,2.8824223,1.2541401,134.01073
35826,3.4257375,1.4830447,98.523506
45465,2.2320835,0.97141813,60.241897
27374,2.5609934,1.1131223,115.98825
6756,2.9986535,1.2572178,128.84311
5878,2.6557432,1.1536844,140.8993
13997,3.1765498,1.3782697,105.99129
12337,2.4798629,1.0692425,89.879503
44369,2.8824109,1.2393193,79.41623
2241,2.6825605,1.1675618,109.66903
6765,3.3566563,1.4402295,78.605577
34550,3.1894512,1.3785986,91.439357
29033,3.1184881,1.3472573,126.92191
31928,3.351518,1.4422097,140.49788
9017,3.285118,1.4053507,149.92434
22157,2.7878658,1.2095671,148.59793
7281,2.8371789,1.208595,97.082706
12842,2.6061497,1.1265911,126.59336
35117,3.1997272,1.3632527,120.07273
48345,3.2508345,1.4132542,67.091474
29199,3.0096698,1.3096717,148.74812
16553,2.7580351,1.200183,124.92882
35995,3.1448835,1.3393339,100.68514
45810,2.4421225,1.0521378,149.67351
30577,2.6986589,1.1432249,86.967969
37676,3.6396468,1.5841344,122.44381
6279,3.0792879,1.3315565,128.17396
30511,3.4432483,1.4981771,115.34466
10629,3.1286857,1.3557176,138.96839
22583,2.9594693,1.2702395,124.12308
42864,2.5790547,1.1223325,59.612019
48359,3.2347864,1.4079155,106.51092
40914,2.7264244,1.1727816,116.10456
21286,3.8192703,1.6623028,143.849
15323,2.4276737,1.0488329,78.939764
34968,2.3403745,1.0157786,82.868468
35912,3.0760389,1.3341811,128.71114
5528,2.4973588,1.0722876,134.61546
1565,2.1818541,0.94823339,44.948866
40869,3.838033,1.6705934,105.35077
46267,3.3111304,1.433476,127.03965
9154,2.5810361,1.1231678,120.95123
12330,3.0772648,1.3392065,100.90204
835,3.4207047,1.4715295,140.6686
36914,2.6891833,1.1447339,70.601651
19656,2.9960589,1.2831973,123.01792
46286,3.3398136,1.4431055,110.57522
24395,3.5760069,1.5472415,121.11834
11010,3.1597399,1.3358755,141.10344
9535,2.735837,1.1882947,141.3468
47586,2.775067,1.2078424,145.24805
40087,3.1416658,1.3674895,114.90632
20874,3.3024108,1.4049269,54.86534
20019,2.6679811,1.1602214,135.74239
3280,2.5503314,1.1074034,96.916297
2131,2.7601773,1.1660977,68.688156
11355,3.341789,1.4538061,110.96951
8906,2.6225725,1.1415288,144.25583
8773,2.8041031,1.2185631,121.9533
31161,3.1990089,1.3855538,45.670439
9842,3.3681641,1.4406555,87.251974
7626,3.0281106,1.3179312,61.721522
51070,2.8305947,1.1956062,108.63714
39594,3.2568892,1.4023001,119.86746
43726,2.8978973,1.2138296,110.02363
34246,2.8360343,1.23178,105.83803
31693,3.4588861,1.4885986,77.206814
8790,3.1908233,1.3838633,142.06466
49799,2.24069,0.97470352,135.872
43202,3.3029007,1.4200342,135.6864
1555,2.3402402,1.018594,51.162211
44385,2.6102259,1.123048,144.65075
44928,3.6452937,1.5819051,126.74833
20307,3.807373,1.6564309,147.21999
4392,3.6365379,1.5798942,145.37372
25910,3.4015187,1.4624236,117.96556
31846,3.1906665,1.3888147,107.01835
49203,2.7030854,1.176585,70.462211
20383,3.6787232,1.6006449,87.205965
30980,3.3496599,1.4559173,126.70543
50848,2.7858891,1.210202,90.851158
47833,3.0539477,1.282534,142.28996
47998,2.3707879,1.0172366,124.36102
2468,2.9338945,1.2548211,69.494686
17912,3.9266051,1.7091519,105.12186
50135,3.3522173,1.4459143,39.027475
38968,3.1866787,1.3829133,114.37384
4058,3.8134428,1.6595941,114.61139
26696,2.421457,1.0354531,112.30848
33466,3.0982261,1.3302677,116.90133
3250,3.3339238,1.4440601,85.24461
19191,2.4485549,1.0657792,132.35425
49224,2.6083103,1.1149216,119.37456
26734,2.3087572,1.0026259,110.58823
8819,3.3259938,1.4469513,148.04993
34411,3.4354048,1.4756351,72.464894
45491,3.1303153,1.3537123,115.29833
7283,2.9752455,1.2941265,128.62297
16670,2.6659724,1.117768,50.963205
45643,2.5840704,1.1238556,140.20309
20203,3.485851,1.5172702,135.20848
8254,3.7602689,1.635853,144.34214
16873,3.2844296,1.4291651,149.13099
25989,2.8917212,1.2097839,132.07106
5562,3.8214638,1.6630976,133.09191
30617,3.3252765,1.4383262,131.83175
23996,3.1150539,1.2943348,126.42959
16618,3.0258761,1.2658036,87.378569
11629,2.2966738,0.9958765,92.806662
12389,2.8171113,1.2093584,108.08267
47405,2.6778315,1.139669,131.26498
33445,2.4758686,1.0776636,115.50743
901,2.4501422,1.0489521,121.10914
25297,3.0499039,1.2949493,110.58998
35803,2.8239742,1.1682855,48.701744
20428,3.4145188,1.4829989,142.10183
686,3.2120371,1.3962369,92.699282
22565,2.9325124,1.2723426,130.64894
23683,2.8525026,1.2011201,99.961604
14858,2.8744667,1.2141895,120.90727
29867,3.8783013,1.6880756,125.78086
33649,3.8336582,1.6684594,126.86346
20676,2.7506843,1.1959867,139.96515
6836,2.4801179,1.0592784,149.82491
49746,3.0161782,1.3071915,105.31873
50123,2.8311117,1.2301834,149.75472
24213,2.7406607,1.1856543,114.01694
7546,3.2093144,1.3877871,140.64245
2674,3.0792009,1.3223017,144.62817
32444,2.5672545,1.1174481,120.15779
14457,2.171282,0.94507035,20.409934
9790,3.5651962,1.5412594,85.354047
31456,3.2506491,1.4127646,139.32977
43007,2.8868528,1.241664,135.35876
596,2.1699411,0.94354294,141.20683
10246,3.009411,1.2985522,110.02832
9516,3.3048083,1.4336476,118.90823
46593,3.4340744,1.4736647,84.298812
27595,2.2422447,0.97013121,75.575799
21507,3.3251999,1.4247975,98.812517
19929,3.6314759,1.5773805,105.07789
6955,3.4012626,1.4718833,135.5037
2848,2.9194681,1.2218426,107.20568
11844,3.724103,1.6175202,51.019138
26229,2.3389727,1.01384,81.068967
9047,3.2148179,1.3624925,108.87244
36597,2.9723065,1.2732796,107.26576
34816,3.6215971,1.5681686,142.31058
9973,3.2437354,1.4019982,133.60572
16899,3.3308275,1.4421212,109.81216
13065,3.2197533,1.3898706,110.44496
173,3.1782829,1.3809128,147.06007
47362,3.22558,1.3698894,116.85178
13728,3.1384012,1.3325847,79.935828
9174,3.1107018,1.3478373,102.46312
14756,3.0312176,1.2430192,140.38993
20626,3.2134181,1.3679662,149.29465
7464,3.1867196,1.3850275,146.21555
8345,2.8298954,1.2314121,91.464922
42447,3.567562,1.5497386,91.873015
33407,2.9651226,1.2570785,101.28888
15301,3.4821303,1.5154175,140.65578
13022,3.2602733,1.4062166,103.94902
17600,2.5088022,1.0813271,144.57893
45265,2.9148187,1.2416627,133.9914
6941,3.0736205,1.3347947,72.753369
8791,2.1494621,0.93477761,93.312763
44384,2.5192641,1.0965445,98.487242
37070,3.0040438,1.3066688,92.306517
26572,3.7713721,1.63893,34.075635
44223,2.1908292,0.95356574,102.31236
18978,2.9098196,1.2110324,31.411867
1434,3.1082637,1.3211982,143.42399
34104,2.4973734,1.0719522,131.89165
33475,3.622071,1.5732339,29.392001
40620,3.243997,1.410027,112.25286
13315,2.1990161,0.95573631,138.1675
24635,3.9559797,1.7219284,52.713276
20219,2.3837954,1.0341698,127.56971
5145,3.5963676,1.5652449,117.89391
15448,2.4299272,1.0568999,112.33069
48921,3.333979,1.4465219,146.36313
36510,3.6161761,1.5740007,129.53378
555,3.7194902,1.618771,123.80414
40283,2.4892812,1.0647605,134.21131
1840,3.4085222,1.4821468,130.60526
20766,2.6481554,1.1440839,96.611645
4677,3.3314726,1.4485207,78.851383
1870,3.2743062,1.4233353,128.63977
15368,2.3862743,1.0234524,135.26898
15408,3.3739224,1.4587023,119.15283
41208,2.6324497,1.1450346,103.65078
36516,3.0402054,1.2998372,101.64947
14650,2.4142161,1.0425037,113.11048
40875,2.7548847,1.1945261,99.521189
26471,3.4065763,1.4713223,73.692204
34205,2.8722922,1.2419988,76.864091
8806,3.2739379,1.4015004,74.214465
13258,2.8342396,1.192021,124.74001
13110,2.5021159,1.0752982,132.50562
43644,2.6675593,1.1517747,107.13843
26625,2.7659499,1.165993,73.272649
19393,3.0554396,1.3299221,132.8042
3359,2.7410536,1.1908305,54.691295
2951,3.2605023,1.4033142,145.07205
35577,3.3952198,1.4729822,91.44552
1505,3.515229,1.5167417,81.499318
3602,3.0757357,1.2983889,97.151982
11090,3.2613278,1.419099,142.82875
8666,2.6799546,1.136265,101.5623
16967,2.5712603,1.0860224,127.46545
16769,2.336784,1.0063659,143.88759
28404,2.7449564,1.1903139,133.92997
30050,3.0362524,1.3162483,127.21154
45729,3.0826791,1.2817973,136.46686
11369,3.4331238,1.4926923,132.89027
32694,3.0873971,1.3382372,142.41906
33581,3.5317618,1.5233527,139.87453
20503,3.2444022,1.3882922,134.89205
23041,2.5675627,1.1156881,34.867211
46871,2.8213812,1.2279713,134.23423
24995,2.3016905,1.001749,116.84514
14580,3.4559585,1.490003,91.242063
2955,3.1109064,1.3244634,66.970902
20295,3.1611877,1.3758896,102.10638
5018,2.7729829,1.2067401,76.836025
15349,3.3230405,1.4341076,116.89292
4457,2.6811977,1.1594977,123.31003
21556,2.9149346,1.2346623,125.97847
33405,3.1441585,1.3401569,97.231411
39502,3.1758351,1.3675087,145.40683
33300,2.8993101,1.2377217,98.209164
35154,3.0270071,1.2842704,124.30976
13407,2.4838291,1.0691115,114.50822
20517,2.6088515,1.1353731,54.413781
14049,3.0353078,1.2546737,132.54136
34357,3.5488533,1.5441526,139.00035
10991,2.7038885,1.1769348,136.99643
45677,2.4217105,1.0488889,129.86967
10771,2.4395698,1.0601649,120.78237
32243,3.1521703,1.3392552,118.52638
27592,2.7634321,1.1518442,148.66007
38857,2.5630145,1.1155513,135.78531
7269,2.9724778,1.2936588,99.491975
25532,3.2064001,1.3911182,86.799382
23983,3.2443693,1.4118057,149.01616
8685,2.8813951,1.1906455,49.335806
28830,3.1319723,1.3524754,104.33586
29927,2.9855441,1.2254846,81.010411
5933,2.590082,1.0937784,73.040296
37414,3.3813439,1.4619395,58.234598
14502,2.4056982,1.0386405,121.9441
37032,3.0789414,1.3069819,76.059718
10000,3.601325,1.5667055,110.52108
24151,3.3253826,1.4315185,145.72937
9203,2.7753068,1.1806299,73.586403
32185,2.929016,1.1964557,88.123283
48790,3.6295568,1.577857,115.6788
9117,3.1078773,1.3060564,127.57055
697,2.3271462,1.0081577,105.16539
24755,3.2542925,1.4083103,106.18118
35308,2.0905721,0.90995405,123.33021
36985,3.1831771,1.3616238,106.68937
275,2.6872122,1.1356516,108.28078
48119,3.6482762,1.5870032,113.11215
3437,3.2665857,1.3819825,90.131395
6666,3.5786755,1.5529191,143.87756
6420,3.1013508,1.3231281,99.298125
1011,3.4481949,1.4984565,65.391473
12672,2.5505056,1.0966078,40.993838
29150,2.1676858,0.94112877,135.38834
46623,2.6717163,1.1566864,70.67746
21699,2.8357729,1.1857478,91.598291
38589,3.3700223,1.4527398,143.57222
26025,3.079817,1.338664,124.98626
44891,3.4085579,1.4707568,28.345097
39721,2.213921,0.96157671,86.317076
31006,3.915263,1.7038546,126.85689
27155,3.5980486,1.5659323,104.49073
21701,3.126765,1.3357331,101.94611
22701,2.8985955,1.2322938,106.13565
33741,2.3936795,1.0296061,127.86137
3116,2.9356075,1.2273269,133.3058
40039,2.8028332,1.176625,134.23928
25178,3.2816388,1.426877,133.39761
5892,2.9716766,1.2649196,64.074071
17315,3.1084734,1.3007618,99.009784
17797,3.268536,1.3982229,69.406556
32306,3.4229065,1.4896166,118.9308
1398,2.2428003,0.97366189,128.45687
47507,3.4583004,1.4865668,78.577545
30180,2.9440893,1.2369728,95.69628
17764,2.9290328,1.2228522,136.51426
20438,2.6329517,1.1234108,34.590736
24917,3.0774349,1.2736153,77.175909
3255,2.7118786,1.1713472,141.03916
42325,2.6024984,1.1146953,139.42556
44653,3.3773779,1.4653017,136.72023
9938,3.8094816,1.6581513,96.731774
14867,2.5170072,1.086535,115.64303
24396,2.7434392,1.1866537,147.78433
6704,2.7076532,1.1738167,149.14134
13362,3.2358279,1.4061348,135.1856
38330,2.8107197,1.2008427,118.19952
15225,3.1139414,1.3539266,63.333181
27262,3.6349934,1.5759912,98.879498
4831,2.8268846,1.2073725,144.25346
13422,2.4236978,1.0532833,87.882699
18613,3.3392122,1.4206604,116.23584
11687,3.0313896,1.3035736,65.929063
25040,3.0146039,1.2341564,121.47453
21346,2.93069,1.1997485,92.685052
18330,3.2187525,1.3972684,118.34496
18145,3.0379975,1.3181857,145.75212
43672,3.1520276,1.3662907,77.744567
15565,2.501544,1.0800514,139.33089
47486,2.8518295,1.2352277,143.04817
31233,3.848252,1.6745403,144.06569
31159,2.6525358,1.15452,142.0471
40606,3.2603094,1.4090582,149.72518
4377,2.1548788,0.9350952,140.64338
3193,3.2628558,1.4197193,130.22736
49300,2.6963983,1.1687303,49.691644
554,3.6486194,1.581108,133.22049
47939,2.4862492,1.0774387,132.38557
22920,2.9294386,1.2661962,121.36458
22597,3.3452829,1.4541129,67.635881
43003,3.272207,1.3948494,56.458608
36279,2.6627885,1.1538821,140.91325
30081,3.1504543,1.3695995,142.98474
33902,3.3741397,1.4605555,82.363388
26548,3.0769387,1.3249419,88.992906
29590,2.5147326,1.0935661,115.18843
24550,3.485418,1.5123516,114.67652
3592,3.4049493,1.4754275,78.611373
10604,2.7173949,1.164688,48.797889
9010,2.8296616,1.1731836,55.801039
23293,2.7030722,1.1671172,85.775153
9201,2.554239,1.1117113,145.94554
37222,2.7931446,1.2096416,134.73146
526,2.6508413,1.1135689,68.712633
33966,2.6211261,1.1307748,120.47873
16991,2.5799373,1.1217074,98.497146
51011,2.1205712,0.92300098,131.82235
15169,3.37639,1.4688746,124.52898
27762,2.7632662,1.1959071,94.974124
49716,2.5187188,1.0694488,128.43982
19396,2.2582806,0.97729994,29.57672
23425,2.8814397,1.2174417,109.71608
36417,2.954062,1.2845533,128.84386
23395,2.9858556,1.2978511,142.02908
1734,2.3825632,1.0333771,95.866632
14945,2.9905044,1.2282566,142.27312
30475,2.3851756,1.0372696,30.292976
31338,2.7936681,1.2156798,145.19062
47049,3.1057963,1.3067961,121.3351
13154,3.4051549,1.464859,100.82152
26130,2.457793,1.0488647,74.615243
45030,2.9372404,1.2732511,96.799779
6096,2.5719291,1.1086448,85.899253
32732,2.8723819,1.2430973,130.49088
28783,2.6771149,1.133175,142.88465
46386,3.6608267,1.5928295,42.069872
45106,2.8114692,1.2143763,84.834728
28114,3.4166935,1.4814883,84.189369
30070,3.5927619,1.5606377,142.83452
45511,3.0031887,1.2291536,86.257851
43213,2.9192865,1.2681395,129.31867
20069,3.0352934,1.3184275,85.057772
41799,2.7494352,1.1931162,41.782103
5110,3.6515304,1.5887414,147.90024
16302,3.0211554,1.274367,127.36608
33393,2.931626,1.2181466,95.530594
18249,3.1082637,1.3344033,132.59268
17504,3.3578609,1.4574451,92.629058
16520,2.329116,1.0122796,97.83902
13975,3.0872677,1.2877405,146.0693
33565,2.6956735,1.1410486,76.175811
30830,2.8221334,1.2157889,112.46744
41804,3.5704493,1.5409549,125.15202
24687,3.2714782,1.3952039,120.0212
21199,3.2283697,1.4039389,130.19851
28150,2.3000081,1.0002598,56.348667
93,2.9865642,1.2189094,61.975541
10284,3.9410367,1.715419,76.16851
21099,2.6284085,1.1333459,137.44822
9284,3.2974868,1.4351429,84.159476
7384,2.3573553,1.022176,114.02705
31945,3.1760966,1.382172,126.14008
41168,2.4542004,1.0643938,141.45087
2685,3.2034668,1.3589639,91.979172
7497,3.537579,1.5376693,145.53455
17649,3.3474139,1.4442683,123.03149
48039,3.6227074,1.569371,92.071775
23227,2.4420438,1.062597,119.63224
9738,3.1417417,1.3652522,133.24115
42319,3.7878844,1.6487669,114.65458
25361,2.8825781,1.2372513,131.4886
17410,3.7842485,1.6459212,143.84881
15659,3.3854993,1.4648156,56.155553
17363,3.4648472,1.5053471,147.28295
18304,2.5116622,1.0704804,135.77021
9445,2.4237575,1.0475439,71.496056
33092,2.7092024,1.1636229,135.54523
33869,3.6010701,1.5668778,132.4047
26622,2.5374589,1.0954557,131.6539
5326,3.4839548,1.5127005,111.74597
38239,2.7213198,1.1803784,125.1613
11604,3.0225792,1.2785505,113.04496
1692,3.0462613,1.2503694,137.46766
35877,3.2538265,1.3898294,139.80848
10877,3.1439704,1.3478551,146.60054
39281,2.5531608,1.0950931,67.316731
25145,2.5728792,1.1176729,105.63417
43833,3.802139,1.652322,48.008625
8213,2.9684539,1.2903478,90.86585
16984,2.0560797,0.89489728,87.693389
9249,3.2022613,1.3936587,68.110039
38906,3.4577916,1.5010702,96.461722
21579,3.1695409,1.3366307,144.26233
6644,2.9065454,1.2636087,128.61433
27542,2.3809685,1.0351154,121.19789
18451,2.3637232,1.0229763,107.73345
1520,2.6713514,1.1570609,111.3553
35720,2.9804757,1.2946061,79.482459
17135,3.556208,1.5371559,114.91027
5418,2.9623934,1.2286952,71.272814
38124,3.1728056,1.3301617,89.456068
6618,3.0634593,1.3281884,113.85641
38131,3.2373868,1.3954153,121.99321
18054,3.0804457,1.3403283,69.585177
40090,3.0776528,1.2834778,101.53927
29919,3.2962065,1.4182411,66.997498
37308,3.2879162,1.4274358,148.73597
22612,3.0219028,1.3014776,130.25082
13612,3.737294,1.6243175,130.29383
8698,3.0680951,1.2804216,106.75583
26601,3.8140773,1.6589867,81.221627
12401,3.4882121,1.5181972,88.942035
41432,3.3758891,1.4537507,138.20194
5558,2.5526909,1.1087129,122.70873
8290,3.2543784,1.3994476,91.96931
21927,2.8584586,1.2313996,38.243939
20986,2.8103288,1.1679861,134.25474
26137,2.2683105,0.98315869,125.9218
46940,2.7846859,1.2086294,68.538109
13807,2.8432318,1.2145859,62.416665
5747,3.4133002,1.4815748,149.83523
40322,3.3059829,1.4076977,118.39685
2826,2.7746902,1.1587768,87.088506
10818,2.9696357,1.2237607,91.171115
37291,3.6097703,1.5633482,118.64732
40016,2.9353638,1.2151499,130.09173
42449,3.2140396,1.3932867,128.53218
14672,3.3142585,1.4121072,32.263156
24202,2.8279536,1.2185705,92.329059
44710,2.5470428,1.1080753,113.8228
9442,2.5259544,1.0706966,143.75374
9597,3.3347572,1.4484924,140.83246
31613,3.1996135,1.3725992,71.859992
2125,2.7903161,1.1570938,75.393045
20229,2.4236985,1.0392917,143.71791
1899,3.1667061,1.3512522,95.651347
46867,3.0860421,1.304116,149.56745
12807,2.795691,1.1982865,109.28744
8539,3.3432442,1.4384664,94.072416
43649,2.7769413,1.2087239,120.97095
27731,2.8340904,1.2299637,49.090781
3407,3.5533369,1.5359841,51.047253
3568,2.6041255,1.1323332,138.6876
50207,3.7958125,1.6502336,129.74329
21983,3.028013,1.3132951,87.402959
17525,3.5284164,1.5312651,88.85459
10002,3.5128282,1.524962,122.01602
36439,3.238864,1.409785,126.44897
30299,3.4310962,1.4822005,129.46895
37800,3.2571157,1.395027,79.845038
40529,2.7977603,1.2033596,144.80807
2701,2.9898419,1.29597,135.26927
4426,2.8956277,1.256868,147.13447
2516,2.9744473,1.2306532,128.87017
34718,2.8281077,1.2307108,105.03293
22949,2.673391,1.1305986,83.978764
44190,2.8684231,1.2109793,114.02178
17654,3.5863727,1.5496727,121.7296
38169,2.7474959,1.1597447,113.80779
13457,3.0666164,1.2945811,136.81191
16017,2.6376554,1.1460521,134.3105
19089,2.4196731,1.0474193,103.765
18550,2.5756494,1.1206854,132.27512
37312,3.1556439,1.3734738,116.35526
6243,2.7365191,1.1905125,76.726127
6232,2.6653553,1.157565,63.297532
41154,2.6767373,1.1648232,129.31479
15189,2.3747089,1.0299085,128.74496
41317,3.2904647,1.4304267,105.87423
19063,3.4760233,1.5000712,102.32256
48391,2.7019193,1.1670991,125.75558
8659,2.9263108,1.2303265,128.68454
2762,3.122908,1.3523481,124.99655
42202,2.849637,1.1820197,97.961213
21665,2.3999328,1.0333663,129.77353
14781,2.7256229,1.1766971,50.369993
41404,2.4788065,1.0630542,114.77185
49143,2.909192,1.2239906,126.33096
4407,2.3525672,1.0189718,92.280761
44436,2.9636757,1.2892057,137.18254
5702,2.5454313,1.0852471,125.08989
15245,2.7928004,1.2139839,129.72743
19370,2.6250966,1.1394399,111.78765
15606,2.8355422,1.2215269,105.72381
19350,3.4373937,1.4821833,149.06315
4973,2.1793154,0.94738888,112.52699
1278,3.5930947,1.5575308,107.50754
12882,2.9524519,1.2841051,42.700675
10270,3.3046166,1.4132976,136.08501
21262,2.7818738,1.1821892,77.275757
16582,2.4785139,1.058429,138.14422
1107,2.9729612,1.2906032,145.06402
1969,3.3364396,1.4494144,125.51674
10865,2.699605,1.1401347,132.95092
18637,2.3805907,1.0356367,142.02016
23475,3.1689114,1.3580403,102.98434
25503,3.1375378,1.3454442,123.42043
50830,3.428997,1.485208,148.33569
16992,3.7406814,1.6282216,89.756811
23944,3.2912574,1.4195777,113.33067
46114,2.9369536,1.2431004,146.83648
32036,2.2590318,0.97761013,130.95872
4395,3.7609751,1.6370475,112.5863
23054,2.8919659,1.2587911,114.11212
28377,3.0264079,1.244608,55.112488
49444,2.9743619,1.2912766,133.01777
50580,3.18787,1.3875173,111.3202
30252,2.7323471,1.1891871,149.55419
29410,2.8290689,1.1845486,38.245964
40651,3.8103279,1.6565675,69.70839
45076,3.1497936,1.3592743,118.44839
42032,3.0809785,1.2692826,137.04114
19013,2.6833694,1.1675711,84.043102
38533,3.0666367,1.3168593,122.97248
51100,2.4545955,1.0484048,139.66387
38825,3.4915858,1.5138242,134.00749
2810,2.4543942,1.0668616,117.30417
1661,2.8829935,1.1961059,139.89132
45088,3.5332067,1.5250027,56.204723
10341,3.2453169,1.3734163,78.102014
16179,3.404255,1.4567006,71.066061
23675,2.2459274,0.97739945,145.19151
45114,3.0298162,1.3133993,123.58105
42453,2.5496828,1.0963916,145.09971
29900,2.535951,1.0817138,149.75874
46169,3.4464509,1.4788547,138.1584
42537,2.6653126,1.1381942,50.284264
37889,3.2764422,1.418092,94.784268
38746,2.4422868,1.0606157,135.52741
5209,3.202867,1.3888762,145.4276
14202,2.9471544,1.2796401,44.856525
14872,2.8987164,1.2593947,102.19148
25584,3.2129468,1.3980555,125.57144
42159,2.7818432,1.1670272,74.181816
18182,3.2935532,1.4126606,136.70792
49196,2.6432311,1.1151423,134.20166
22326,2.727149,1.1793629,132.59971
35194,2.9089784,1.215094,110.31132
33081,3.2780853,1.388032,134.39541
17427,2.8990392,1.2613719,139.2622
43329,3.0019149,1.2596129,122.71412
33896,2.7472156,1.172215,130.12862
4109,3.0530747,1.2882595,128.4168
43179,3.0104419,1.2981759,91.71311
38064,2.280641,0.99106026,117.30521
38940,3.2990361,1.4356443,76.169109
10880,3.0531024,1.3042036,140.30624
16290,2.8468742,1.216403,134.42227
50562,3.3889166,1.4744122,91.901116
22821,3.0619972,1.3045863,68.838532
32772,2.6742946,1.1326906,85.268294
24584,2.9602098,1.2438238,130.68274
10732,2.8768746,1.2461303,30.444816
6068,3.0117626,1.2991911,138.58528
10378,2.712126,1.1740972,120.6185
50178,3.6659625,1.5925758,79.258462
32033,3.1264077,1.3271776,138.75701
8264,3.0868732,1.3433046,109.91187
47541,3.2965441,1.4336722,100.28238
23601,2.89688,1.2594198,60.985399
36939,2.3720045,1.0301978,140.89622
35407,2.8837447,1.2160605,120.54869
46814,2.9118642,1.2446801,78.26793
35930,2.8252317,1.1777418,94.416611
44294,3.2225942,1.4008822,98.557173
